aig_name,inputs,latches,outputs,gates,correct_cnt,nonIC3_correct_cnt,ground_time,k_threshold,largest_k,checked_samples,alg_time,ac_cnt,ac_ratio 
cucnt3.aig_33,0,3,1,19,1000,1000,17.5229370594025,33,0,33,0.574615223407745,1000,1
cucnt3.aig_34,0,3,1,19,1000,1000,17.5229370594025,34,0,34,0.591951899528503,1000,1
cucnt3.aig_35,0,3,1,19,1000,1000,17.5229370594025,35,0,35,0.609161231517792,1000,1
cucnt3.aig_36,0,3,1,19,1000,1000,17.5229370594025,36,0,36,0.62643176317215,1000,1
cucnt3.aig_37,0,3,1,19,1000,1000,17.5229370594025,37,0,37,0.644346776008606,1000,1
cucnt3.aig_38,0,3,1,19,1000,1000,17.5229370594025,38,0,38,0.661810059547424,1000,1
cucnt3.aig_39,0,3,1,19,1000,1000,17.5229370594025,39,0,39,0.678935885429382,1000,1
cucnt3.aig_40,0,3,1,19,1000,1000,17.5229370594025,40,0,40,0.696276779174805,1000,1
cucnt3.aig_41,0,3,1,19,1000,1000,17.5229370594025,41,0,41,0.713879547119141,1000,1
cucnt3.aig_42,0,3,1,19,1000,1000,17.5229370594025,42,0,42,0.731209106445312,1000,1
cucnt3.aig_43,0,3,1,19,1000,1000,17.5229370594025,43,0,43,0.748339629173279,1000,1
cucnt3.aig_44,0,3,1,19,1000,1000,17.5229370594025,44,0,44,0.765852890014648,1000,1
cucnt3.aig_45,0,3,1,19,1000,1000,17.5229370594025,45,0,45,0.783071415424347,1000,1
cucnt3.aig_46,0,3,1,19,1000,1000,17.5229370594025,46,0,46,0.800998513698578,1000,1
cucnt3.aig_47,0,3,1,19,1000,1000,17.5229370594025,47,0,47,0.818267529010773,1000,1
cucnt3.aig_48,0,3,1,19,1000,1000,17.5229370594025,48,0,48,0.835835626125336,1000,1
cucnt3.aig_49,0,3,1,19,1000,1000,17.5229370594025,49,0,49,0.853386919498444,1000,1
lmcs06bc57sp2.aig_0,66,129,0,1496,1000,488,9113.90858769417,0,0,0,0,488,0.488
lmcs06bc57sp2.aig_1,66,129,0,1496,1000,488,9113.90858769417,1,35.77,1,8.7851858997345,738.88,0.73888
lmcs06bc57sp2.aig_2,66,129,0,1496,1000,488,9113.90858769417,2,56.21,2,18.4395869803429,882.24,0.88224
lmcs06bc57sp2.aig_3,66,129,0,1496,1000,488,9113.90858769417,3,61.32,3,26.831658706665,918.08,0.91808
lmcs06bc57sp2.aig_4,66,129,0,1496,1000,488,9113.90858769417,4,70.81,4,37.3748376059532,984.64,0.98464
lmcs06bc57sp2.aig_5,66,129,0,1496,1000,488,9113.90858769417,5,72.27,5,46.6950436472893,994.88,0.99488
lmcs06bc57sp2.aig_6,66,129,0,1496,1000,488,9113.90858769417,6,73,6,56.3365433287621,1000,1
lmcs06bc57sp2.aig_7,66,129,0,1496,1000,488,9113.90858769417,7,72.27,7,61.8596439838409,994.88,0.99488
lmcs06bc57sp2.aig_8,66,129,0,1496,1000,488,9113.90858769417,8,73,8,73.3684944796562,1000,1
lmcs06bc57sp2.aig_9,66,129,0,1496,1000,488,9113.90858769417,9,73,9,83.0641703295708,1000,1
lmcs06bc57sp2.aig_10,66,129,0,1496,1000,488,9113.90858769417,10,73,10,86.3838558077812,1000,1
lmcs06bc57sp2.aig_11,66,129,0,1496,1000,488,9113.90858769417,11,73,11,103.799311234951,1000,1
lmcs06bc57sp2.aig_12,66,129,0,1496,1000,488,9113.90858769417,12,73,12,107.662496254444,1000,1
lmcs06bc57sp2.aig_13,66,129,0,1496,1000,488,9113.90858769417,13,73,13,120.717069437504,1000,1
lmcs06bc57sp2.aig_14,66,129,0,1496,1000,488,9113.90858769417,14,73,14,128.814513316155,1000,1
lmcs06bc57sp2.aig_15,66,129,0,1496,1000,488,9113.90858769417,15,73,15,130.734535086155,1000,1
lmcs06bc57sp2.aig_16,66,129,0,1496,1000,488,9113.90858769417,16,73,16,148.868575637341,1000,1
lmcs06bc57sp2.aig_17,66,129,0,1496,1000,488,9113.90858769417,17,73,17,154.881984419823,1000,1
lmcs06bc57sp2.aig_18,66,129,0,1496,1000,488,9113.90858769417,18,73,18,171.25665933609,1000,1
lmcs06bc57sp2.aig_19,66,129,0,1496,1000,488,9113.90858769417,19,73,19,179.115549592972,1000,1
lmcs06bc57sp2.aig_20,66,129,0,1496,1000,488,9113.90858769417,20,73,20,185.986762876511,1000,1
lmcs06bc57sp2.aig_21,66,129,0,1496,1000,488,9113.90858769417,21,73,21,187.542774989605,1000,1
lmcs06bc57sp2.aig_22,66,129,0,1496,1000,488,9113.90858769417,22,73,22,204.954267895222,1000,1
lmcs06bc57sp2.aig_23,66,129,0,1496,1000,488,9113.90858769417,23,73,23,208.94057444334,1000,1
lmcs06bc57sp2.aig_24,66,129,0,1496,1000,488,9113.90858769417,24,73,24,218.835640697479,1000,1
lmcs06bc57sp2.aig_25,66,129,0,1496,1000,488,9113.90858769417,25,73,25,222.165155026913,1000,1
lmcs06bc57sp2.aig_26,66,129,0,1496,1000,488,9113.90858769417,26,73,26,243.468270230293,1000,1
lmcs06bc57sp2.aig_27,66,129,0,1496,1000,488,9113.90858769417,27,73,27,249.55872900486,1000,1
lmcs06bc57sp2.aig_28,66,129,0,1496,1000,488,9113.90858769417,28,73,28,253.569012355804,1000,1
lmcs06bc57sp2.aig_29,66,129,0,1496,1000,488,9113.90858769417,29,73,29,262.554461328983,1000,1
lmcs06bc57sp2.aig_30,66,129,0,1496,1000,488,9113.90858769417,30,73,30,273.71987051487,1000,1
lmcs06bc57sp2.aig_31,66,129,0,1496,1000,488,9113.90858769417,31,73,31,275.617340288162,1000,1
lmcs06bc57sp2.aig_32,66,129,0,1496,1000,488,9113.90858769417,32,73,32,294.627607460022,1000,1
lmcs06bc57sp2.aig_33,66,129,0,1496,1000,488,9113.90858769417,33,73,33,308.195558307171,1000,1
lmcs06bc57sp2.aig_34,66,129,0,1496,1000,488,9113.90858769417,34,73,34,316.273205256462,1000,1
lmcs06bc57sp2.aig_35,66,129,0,1496,1000,488,9113.90858769417,35,73,35,317.666897220612,1000,1
lmcs06bc57sp2.aig_36,66,129,0,1496,1000,488,9113.90858769417,36,73,36,321.39378326416,1000,1
lmcs06bc57sp2.aig_37,66,129,0,1496,1000,488,9113.90858769417,37,73,37,322.841422483921,1000,1
lmcs06bc57sp2.aig_38,66,129,0,1496,1000,488,9113.90858769417,38,73,38,343.927659938335,1000,1
lmcs06bc57sp2.aig_39,66,129,0,1496,1000,488,9113.90858769417,39,73,39,364.945407557487,1000,1
lmcs06bc57sp2.aig_40,66,129,0,1496,1000,488,9113.90858769417,40,73,40,369.803001861572,1000,1
lmcs06bc57sp2.aig_41,66,129,0,1496,1000,488,9113.90858769417,41,73,41,375.771766219139,1000,1
lmcs06bc57sp2.aig_42,66,129,0,1496,1000,488,9113.90858769417,42,73,42,384.749043345451,1000,1
lmcs06bc57sp2.aig_43,66,129,0,1496,1000,488,9113.90858769417,43,73,43,387.877679150105,1000,1
lmcs06bc57sp2.aig_44,66,129,0,1496,1000,488,9113.90858769417,44,73,44,405.315363371372,1000,1
lmcs06bc57sp2.aig_45,66,129,0,1496,1000,488,9113.90858769417,45,73,45,418.513768634796,1000,1
lmcs06bc57sp2.aig_46,66,129,0,1496,1000,488,9113.90858769417,46,73,46,426.658942933083,1000,1
lmcs06bc57sp2.aig_47,66,129,0,1496,1000,488,9113.90858769417,47,73,47,426.770938301086,1000,1
lmcs06bc57sp2.aig_48,66,129,0,1496,1000,488,9113.90858769417,48,73,48,432.550107288361,1000,1
lmcs06bc57sp2.aig_49,66,129,0,1496,1000,488,9113.90858769417,49,73,49,443.480727393627,1000,1
lmcs06mutex0.aig_0,6,13,0,94,985,459,30.4138705730438,0,0,0,0,459,0.465989847715736
lmcs06mutex0.aig_1,6,13,0,94,985,459,30.4138705730438,1,3.07,1.01,0.032444474697113,779.93,0.791807106598985
lmcs06mutex0.aig_2,6,13,0,94,985,459,30.4138705730438,2,3.75,2.04,0.058877563476563,853.5,0.866497461928934
lmcs06mutex0.aig_3,6,13,0,94,985,459,30.4138705730438,3,4.51,3.03,0.094867866039276,932.44,0.94663959390863
lmcs06mutex0.aig_4,6,13,0,94,985,459,30.4138705730438,4,4.7,4.05,0.120779740810394,953.44,0.967959390862944
lmcs06mutex0.aig_5,6,13,0,94,985,459,30.4138705730438,5,4.94,5.09,0.151376931667328,974.61,0.989451776649746
lmcs06mutex0.aig_6,6,13,0,94,985,459,30.4138705730438,6,4.88,6.13,0.181720659732819,969.3,0.984060913705584
lmcs06mutex0.aig_7,6,13,0,94,985,459,30.4138705730438,7,5,7.07,0.209191806316376,985,1
lmcs06mutex0.aig_8,6,13,0,94,985,459,30.4138705730438,8,4.95,8.18,0.250511350631714,979.74,0.994659898477157
lmcs06mutex0.aig_9,6,13,0,94,985,459,30.4138705730438,9,5,9.19,0.280187520980835,985,1
lmcs06mutex0.aig_10,6,13,0,94,985,459,30.4138705730438,10,5,10.2,0.303993325233459,985,1
lmcs06mutex0.aig_11,6,13,0,94,985,459,30.4138705730438,11,5,11.13,0.340284512042999,985,1
lmcs06mutex0.aig_12,6,13,0,94,985,459,30.4138705730438,12,5,12.16,0.36638552904129,985,1
lmcs06mutex0.aig_13,6,13,0,94,985,459,30.4138705730438,13,5,13.18,0.399931137561798,985,1
lmcs06mutex0.aig_14,6,13,0,94,985,459,30.4138705730438,14,5,14.32,0.433197538852692,985,1
lmcs06mutex0.aig_15,6,13,0,94,985,459,30.4138705730438,15,5,15.32,0.463365271091461,985,1
lmcs06mutex0.aig_16,6,13,0,94,985,459,30.4138705730438,16,5,16.27,0.493349719047546,985,1
lmcs06mutex0.aig_17,6,13,0,94,985,459,30.4138705730438,17,5,17.19,0.528093593120575,985,1
lmcs06mutex0.aig_18,6,13,0,94,985,459,30.4138705730438,18,5,18.26,0.553254463672638,985,1
lmcs06mutex0.aig_19,6,13,0,94,985,459,30.4138705730438,19,5,19.29,0.582959816455841,985,1
lmcs06mutex0.aig_20,6,13,0,94,985,459,30.4138705730438,20,5,20.3,0.620284628868103,985,1
lmcs06mutex0.aig_21,6,13,0,94,985,459,30.4138705730438,21,5,21.36,0.643503768444061,985,1
lmcs06mutex0.aig_22,6,13,0,94,985,459,30.4138705730438,22,5,22.29,0.677001655101776,985,1
lmcs06mutex0.aig_23,6,13,0,94,985,459,30.4138705730438,23,5,23.26,0.705095071792603,985,1
lmcs06mutex0.aig_24,6,13,0,94,985,459,30.4138705730438,24,5,24.39,0.74013046503067,985,1
lmcs06mutex0.aig_25,6,13,0,94,985,459,30.4138705730438,25,5,25.35,0.773993418216705,985,1
lmcs06mutex0.aig_26,6,13,0,94,985,459,30.4138705730438,26,5,26.51,0.788978807926178,985,1
lmcs06mutex0.aig_27,6,13,0,94,985,459,30.4138705730438,27,5,27.43,0.826737656593323,985,1
lmcs06mutex0.aig_28,6,13,0,94,985,459,30.4138705730438,28,5,28.44,0.866396746635437,985,1
lmcs06mutex0.aig_29,6,13,0,94,985,459,30.4138705730438,29,5,29.32,0.889080512523651,985,1
lmcs06mutex0.aig_30,6,13,0,94,985,459,30.4138705730438,30,5,30.48,0.917309491634369,985,1
lmcs06mutex0.aig_31,6,13,0,94,985,459,30.4138705730438,31,5,31.48,0.962108781337738,985,1
lmcs06mutex0.aig_32,6,13,0,94,985,459,30.4138705730438,32,5,32.47,0.99129054069519,985,1
lmcs06mutex0.aig_33,6,13,0,94,985,459,30.4138705730438,33,5,33.54,1.02338064908981,985,1
lmcs06mutex0.aig_34,6,13,0,94,985,459,30.4138705730438,34,5,34.45,1.04780284881592,985,1
lmcs06mutex0.aig_35,6,13,0,94,985,459,30.4138705730438,35,5,35.57,1.07603702306747,985,1
lmcs06mutex0.aig_36,6,13,0,94,985,459,30.4138705730438,36,5,36.52,1.11200665473938,985,1
lmcs06mutex0.aig_37,6,13,0,94,985,459,30.4138705730438,37,5,37.55,1.13104028940201,985,1
lmcs06mutex0.aig_38,6,13,0,94,985,459,30.4138705730438,38,5,38.62,1.17371733188629,985,1
lmcs06mutex0.aig_39,6,13,0,94,985,459,30.4138705730438,39,5,39.75,1.2043053150177,985,1
lmcs06mutex0.aig_40,6,13,0,94,985,459,30.4138705730438,40,5,40.53,1.22768930435181,985,1
lmcs06mutex0.aig_41,6,13,0,94,985,459,30.4138705730438,41,5,41.64,1.2672848534584,985,1
lmcs06mutex0.aig_42,6,13,0,94,985,459,30.4138705730438,42,5,42.62,1.2817000246048,985,1
lmcs06mutex0.aig_43,6,13,0,94,985,459,30.4138705730438,43,5,43.47,1.32488501548767,985,1
lmcs06mutex0.aig_44,6,13,0,94,985,459,30.4138705730438,44,5,44.76,1.35740133285522,985,1
lmcs06mutex0.aig_45,6,13,0,94,985,459,30.4138705730438,45,5,45.77,1.38138064861298,985,1
lmcs06mutex0.aig_46,6,13,0,94,985,459,30.4138705730438,46,5,46.71,1.40626962423325,985,1
lmcs06mutex0.aig_47,6,13,0,94,985,459,30.4138705730438,47,5,47.69,1.43900606393814,985,1
lmcs06mutex0.aig_48,6,13,0,94,985,459,30.4138705730438,48,5,48.73,1.47829322576523,985,1
lmcs06mutex0.aig_49,6,13,0,94,985,459,30.4138705730438,49,5,49.76,1.50592924594879,985,1
cusarb16ro.aig_0,17,50,0,78,1000,736,192.171132802963,0,0,0,0,736,0.736
cusarb16ro.aig_1,17,50,0,78,1000,736,192.171132802963,1,6.84,1,0.140188941955566,768.08,0.76808
cusarb16ro.aig_2,17,50,0,78,1000,736,192.171132802963,2,14.2,2,0.34569283246994,798.16,0.79816
cusarb16ro.aig_3,17,50,0,78,1000,736,192.171132802963,3,22.7,3,0.603978960514069,836.74,0.83674
cusarb16ro.aig_4,17,50,0,78,1000,736,192.171132802963,4,24.8,4,0.845564072132111,849.32,0.84932
cusarb16ro.aig_5,17,50,0,78,1000,736,192.171132802963,5,30.16,5,1.04679946899414,870.36,0.87036
cusarb16ro.aig_6,17,50,0,78,1000,736,192.171132802963,6,34.47,6,1.33776246547699,894.14,0.89414
cusarb16ro.aig_7,17,50,0,78,1000,736,192.171132802963,7,31.97,7,1.23914269685745,882.66,0.88266
cusarb16ro.aig_8,17,50,0,78,1000,736,192.171132802963,8,34.42,8,1.40367034912109,892.68,0.89268
cusarb16ro.aig_9,17,50,0,78,1000,736,192.171132802963,9,37.42,9,1.61621914148331,909.58,0.90958
cusarb16ro.aig_10,17,50,0,78,1000,736,192.171132802963,10,38.61,10,1.93978334903717,915.04,0.91504
cusarb16ro.aig_11,17,50,0,78,1000,736,192.171132802963,11,38.99,11,2.04538549661636,920.48,0.92048
cusarb16ro.aig_12,17,50,0,78,1000,736,192.171132802963,12,43.63,12,2.4992854309082,933.47,0.93347
cusarb16ro.aig_13,17,50,0,78,1000,736,192.171132802963,13,42.06,13,2.18785936117172,933.08,0.93308
cusarb16ro.aig_14,17,50,0,78,1000,736,192.171132802963,14,44.42,14,2.86377917289734,941.27,0.94127
cusarb16ro.aig_15,17,50,0,78,1000,736,192.171132802963,15,45.5,15,2.88182355642319,940.62,0.94062
cusarb16ro.aig_16,17,50,0,78,1000,736,192.171132802963,16,43.51,16,2.97753123760223,935.85,0.93585
cusarb16ro.aig_17,17,50,0,78,1000,736,192.171132802963,17,42.64,17,2.88452148914337,934.86,0.93486
cusarb16ro.aig_18,17,50,0,78,1000,736,192.171132802963,18,45.68,18,3.32551349878311,946.64,0.94664
cusarb16ro.aig_19,17,50,0,78,1000,736,192.171132802963,19,46.99,19,3.76146121025085,952.15,0.95215
cusarb16ro.aig_20,17,50,0,78,1000,736,192.171132802963,20,49.12,20,3.99691946029663,958.42,0.95842
cusarb16ro.aig_21,17,50,0,78,1000,736,192.171132802963,21,48.83,21,4.2489425110817,956.56,0.95656
cusarb16ro.aig_22,17,50,0,78,1000,736,192.171132802963,22,48.91,22,4.07120450019836,954.45,0.95445
cusarb16ro.aig_23,17,50,0,78,1000,736,192.171132802963,23,50.69,23,4.31797920227051,962.78,0.96278
cusarb16ro.aig_24,17,50,0,78,1000,736,192.171132802963,24,49.74,24,4.56084323167801,962.61,0.96261
cusarb16ro.aig_25,17,50,0,78,1000,736,192.171132802963,25,48.94,25,4.93537842750549,961.44,0.96144
cusarb16ro.aig_26,17,50,0,78,1000,736,192.171132802963,26,49.65,26,4.73622518539429,963.82,0.96382
cusarb16ro.aig_27,17,50,0,78,1000,736,192.171132802963,27,51.39,27,4.84564366579056,966.46,0.96646
cusarb16ro.aig_28,17,50,0,78,1000,736,192.171132802963,28,51.99,28,5.50398271083832,970.18,0.97018
cusarb16ro.aig_29,17,50,0,78,1000,736,192.171132802963,29,53.39,29,5.92151526927948,972.72,0.97272
cusarb16ro.aig_30,17,50,0,78,1000,736,192.171132802963,30,51.56,30,5.74561689853668,968.81,0.96881
cusarb16ro.aig_31,17,50,0,78,1000,736,192.171132802963,31,54.49,31,6.32394578695297,973.91,0.97391
cusarb16ro.aig_32,17,50,0,78,1000,736,192.171132802963,32,52.27,32,5.95095874071121,968.29,0.96829
cusarb16ro.aig_33,17,50,0,78,1000,736,192.171132802963,33,53.36,33,6.76324289083481,971.57,0.97157
cusarb16ro.aig_34,17,50,0,78,1000,736,192.171132802963,34,52.82,34,6.34561295747757,971.38,0.97138
cusarb16ro.aig_35,17,50,0,78,1000,736,192.171132802963,35,53.47,35,6.8354810166359,972.65,0.97265
cusarb16ro.aig_36,17,50,0,78,1000,736,192.171132802963,36,54.39,36,6.92512969970703,974.09,0.97409
cusarb16ro.aig_37,17,50,0,78,1000,736,192.171132802963,37,54.61,37,7.18702329158783,974.97,0.97497
cusarb16ro.aig_38,17,50,0,78,1000,736,192.171132802963,38,54.96,38,7.29463941335678,974.48,0.97448
cusarb16ro.aig_39,17,50,0,78,1000,736,192.171132802963,39,55.48,39,7.71677939891815,978.42,0.97842
cusarb16ro.aig_40,17,50,0,78,1000,736,192.171132802963,40,55.35,40,7.44754677057266,976.21,0.97621
cusarb16ro.aig_41,17,50,0,78,1000,736,192.171132802963,41,57.47,41,7.9398230099678,980.25,0.98025
cusarb16ro.aig_42,17,50,0,78,1000,736,192.171132802963,42,57.42,42,8.1125527048111,979.49,0.97949
cusarb16ro.aig_43,17,50,0,78,1000,736,192.171132802963,43,56.84,43,8.37506103992462,978.32,0.97832
cusarb16ro.aig_44,17,50,0,78,1000,736,192.171132802963,44,56.52,44,8.26012849569321,981.11,0.98111
cusarb16ro.aig_45,17,50,0,78,1000,736,192.171132802963,45,57.49,45,8.78264762878418,980.14,0.98014
cusarb16ro.aig_46,17,50,0,78,1000,736,192.171132802963,46,55.5,46,8.68271852254868,979.06,0.97906
cusarb16ro.aig_47,17,50,0,78,1000,736,192.171132802963,47,56.2,47,8.68558753252029,981.63,0.98163
cusarb16ro.aig_48,17,50,0,78,1000,736,192.171132802963,48,57.18,48,9.40014583826065,981.45,0.98145
cusarb16ro.aig_49,17,50,0,78,1000,736,192.171132802963,49,59.04,49,9.07666131019592,983.28,0.98328
lmcs06bc57sp1.aig_0,66,129,0,1496,1000,487,11069.8566465378,0,0,0,0,487,0.487
lmcs06bc57sp1.aig_1,66,129,0,1496,1000,487,11069.8566465378,1,28.56,1,11.0726784181595,748.63,0.74863
lmcs06bc57sp1.aig_2,66,129,0,1496,1000,487,11069.8566465378,2,42.56,2,21.990160176754,876.88,0.87688
lmcs06bc57sp1.aig_3,66,129,0,1496,1000,487,11069.8566465378,3,48.72,3,30.2468831276894,933.31,0.93331
lmcs06bc57sp1.aig_4,66,129,0,1496,1000,487,11069.8566465378,4,50.96,4,45.0063838338852,953.83,0.95383
lmcs06bc57sp1.aig_5,66,129,0,1496,1000,487,11069.8566465378,5,54.88,5,56.3083697676659,989.74,0.98974
lmcs06bc57sp1.aig_6,66,129,0,1496,1000,487,11069.8566465378,6,54.88,6,64.6920488834381,989.74,0.98974
lmcs06bc57sp1.aig_7,66,129,0,1496,1000,487,11069.8566465378,7,55.85,7,80.279427447319,994.91,0.99491
lmcs06bc57sp1.aig_8,66,129,0,1496,1000,487,11069.8566465378,8,56,8,83.5833132815361,1000,1
lmcs06bc57sp1.aig_9,66,129,0,1496,1000,487,11069.8566465378,9,56,9,100.693776521683,1000,1
lmcs06bc57sp1.aig_10,66,129,0,1496,1000,487,11069.8566465378,10,56,10,115.289017989635,1000,1
lmcs06bc57sp1.aig_11,66,129,0,1496,1000,487,11069.8566465378,11,56,11,124.132941565514,1000,1
lmcs06bc57sp1.aig_12,66,129,0,1496,1000,487,11069.8566465378,12,56,12,135.326033942699,1000,1
lmcs06bc57sp1.aig_13,66,129,0,1496,1000,487,11069.8566465378,13,56,13,144.402774713039,1000,1
lmcs06bc57sp1.aig_14,66,129,0,1496,1000,487,11069.8566465378,14,56,14,154.751931889057,1000,1
lmcs06bc57sp1.aig_15,66,129,0,1496,1000,487,11069.8566465378,15,56,15,164.72224378109,1000,1
lmcs06bc57sp1.aig_16,66,129,0,1496,1000,487,11069.8566465378,16,56,16,177.884126007557,1000,1
lmcs06bc57sp1.aig_17,66,129,0,1496,1000,487,11069.8566465378,17,56,17,189.163397693634,1000,1
lmcs06bc57sp1.aig_18,66,129,0,1496,1000,487,11069.8566465378,18,56,18,201.185437800884,1000,1
lmcs06bc57sp1.aig_19,66,129,0,1496,1000,487,11069.8566465378,19,56,19,205.898901085854,1000,1
lmcs06bc57sp1.aig_20,66,129,0,1496,1000,487,11069.8566465378,20,56,20,213.298362114429,1000,1
lmcs06bc57sp1.aig_21,66,129,0,1496,1000,487,11069.8566465378,21,56,21,227.14599560976,1000,1
lmcs06bc57sp1.aig_22,66,129,0,1496,1000,487,11069.8566465378,22,56,22,246.179954931736,1000,1
lmcs06bc57sp1.aig_23,66,129,0,1496,1000,487,11069.8566465378,23,56,23,258.1498315382,1000,1
lmcs06bc57sp1.aig_24,66,129,0,1496,1000,487,11069.8566465378,24,56,24,272.751979525089,1000,1
lmcs06bc57sp1.aig_25,66,129,0,1496,1000,487,11069.8566465378,25,56,25,271.117635891438,1000,1
lmcs06bc57sp1.aig_26,66,129,0,1496,1000,487,11069.8566465378,26,56,26,280.222833356857,1000,1
lmcs06bc57sp1.aig_27,66,129,0,1496,1000,487,11069.8566465378,27,56,27,303.156578700542,1000,1
lmcs06bc57sp1.aig_28,66,129,0,1496,1000,487,11069.8566465378,28,56,28,322.640301105976,1000,1
lmcs06bc57sp1.aig_29,66,129,0,1496,1000,487,11069.8566465378,29,56,29,324.398727889061,1000,1
lmcs06bc57sp1.aig_30,66,129,0,1496,1000,487,11069.8566465378,30,56,30,332.006786847115,1000,1
lmcs06bc57sp1.aig_31,66,129,0,1496,1000,487,11069.8566465378,31,56,31,337.512730643749,1000,1
lmcs06bc57sp1.aig_32,66,129,0,1496,1000,487,11069.8566465378,32,56,32,355.257718379497,1000,1
lmcs06bc57sp1.aig_33,66,129,0,1496,1000,487,11069.8566465378,33,56,33,356.289156699181,1000,1
lmcs06bc57sp1.aig_34,66,129,0,1496,1000,487,11069.8566465378,34,56,34,386.651683683395,1000,1
lmcs06bc57sp1.aig_35,66,129,0,1496,1000,487,11069.8566465378,35,56,35,381.833144903183,1000,1
lmcs06bc57sp1.aig_36,66,129,0,1496,1000,487,11069.8566465378,36,56,36,389.05690600872,1000,1
lmcs06bc57sp1.aig_37,66,129,0,1496,1000,487,11069.8566465378,37,56,37,416.5089234972,1000,1
lmcs06bc57sp1.aig_38,66,129,0,1496,1000,487,11069.8566465378,38,56,38,434.504690334797,1000,1
lmcs06bc57sp1.aig_39,66,129,0,1496,1000,487,11069.8566465378,39,56,39,433.341073951721,1000,1
lmcs06bc57sp1.aig_40,66,129,0,1496,1000,487,11069.8566465378,40,56,40,442.236652860642,1000,1
lmcs06bc57sp1.aig_41,66,129,0,1496,1000,487,11069.8566465378,41,56,41,452.459398500919,1000,1
lmcs06bc57sp1.aig_42,66,129,0,1496,1000,487,11069.8566465378,42,56,42,462.320150361061,1000,1
lmcs06bc57sp1.aig_43,66,129,0,1496,1000,487,11069.8566465378,43,56,43,492.386173596382,1000,1
lmcs06bc57sp1.aig_44,66,129,0,1496,1000,487,11069.8566465378,44,56,44,470.431189823151,1000,1
lmcs06bc57sp1.aig_45,66,129,0,1496,1000,487,11069.8566465378,45,56,45,493.1520089221,1000,1
lmcs06bc57sp1.aig_46,66,129,0,1496,1000,487,11069.8566465378,46,56,46,508.061627161503,1000,1
lmcs06bc57sp1.aig_47,66,129,0,1496,1000,487,11069.8566465378,47,56,47,519.890377943516,1000,1
lmcs06bc57sp1.aig_48,66,129,0,1496,1000,487,11069.8566465378,48,56,48,531.088437182903,1000,1
lmcs06bc57sp1.aig_49,66,129,0,1496,1000,487,11069.8566465378,49,56,49,538.133182368279,1000,1
culock.aig_0,3,11,2,158,1000,655,4252.03068423271,0,0,0,0,655,0.655
culock.aig_1,3,11,2,158,1000,655,4252.03068423271,1,27.25,1,4.00769165277481,718.9,0.7189
culock.aig_2,3,11,2,158,1000,655,4252.03068423271,2,42.76,2,7.32687084197998,758.47,0.75847
culock.aig_3,3,11,2,158,1000,655,4252.03068423271,3,55.15,3,11.7601567339897,787.88,0.78788
culock.aig_4,3,11,2,158,1000,655,4252.03068423271,4,66.72,4,16.050318467617,815.28,0.81528
culock.aig_5,3,11,2,158,1000,655,4252.03068423271,5,85.19,5,23.6785073256493,888.86,0.88886
culock.aig_6,3,11,2,158,1000,655,4252.03068423271,6,83.62,6,24.8330028557777,876.72,0.87672
culock.aig_7,3,11,2,158,1000,655,4252.03068423271,7,84.96,7,28.9455633854866,873.25,0.87325
culock.aig_8,3,11,2,158,1000,655,4252.03068423271,8,84.63,8,31.3032501983643,890.07,0.89007
culock.aig_9,3,11,2,158,1000,655,4252.03068423271,9,92.37,9,37.5235140371323,918.23,0.91823
culock.aig_10,3,11,2,158,1000,655,4252.03068423271,10,93.78,10,46.3426787519455,931.36,0.93136
culock.aig_11,3,11,2,158,1000,655,4252.03068423271,11,92.64,11,44.3191594076157,921.25,0.92125
culock.aig_12,3,11,2,158,1000,655,4252.03068423271,12,93.38,12,50.7267740297318,923.83,0.92383
culock.aig_13,3,11,2,158,1000,655,4252.03068423271,13,94.99,13,56.7006475114822,937.64,0.93764
culock.aig_14,3,11,2,158,1000,655,4252.03068423271,14,94.94,14,57.3232313251495,932.4,0.9324
culock.aig_15,3,11,2,158,1000,655,4252.03068423271,15,96.32,15,67.2611210346222,945.02,0.94502
culock.aig_16,3,11,2,158,1000,655,4252.03068423271,16,97.37,16,70.6040604043007,952.61,0.95261
culock.aig_17,3,11,2,158,1000,655,4252.03068423271,17,96.41,17,72.5622507095337,948.4,0.9484
culock.aig_18,3,11,2,158,1000,655,4252.03068423271,18,96.94,18,74.1330363345146,943.09,0.94309
culock.aig_19,3,11,2,158,1000,655,4252.03068423271,19,98.66,19,84.619267270565,956.71,0.95671
culock.aig_20,3,11,2,158,1000,655,4252.03068423271,20,97.92,20,86.5945119071007,956.87,0.95687
culock.aig_21,3,11,2,158,1000,655,4252.03068423271,21,100.49,21,93.2571177005768,967.33,0.96733
culock.aig_22,3,11,2,158,1000,655,4252.03068423271,22,100.47,22,101.809444615841,967.69,0.96769
culock.aig_23,3,11,2,158,1000,655,4252.03068423271,23,98.85,23,98.8555909490585,964.03,0.96403
culock.aig_24,3,11,2,158,1000,655,4252.03068423271,24,100.74,24,97.399573867321,967.06,0.96706
culock.aig_25,3,11,2,158,1000,655,4252.03068423271,25,100.69,25,104.338991312981,966.92,0.96692
culock.aig_26,3,11,2,158,1000,655,4252.03068423271,26,100.61,26,109.882769806385,970.12,0.97012
culock.aig_27,3,11,2,158,1000,655,4252.03068423271,27,101.53,27,116.758823063374,973.49,0.97349
