aig_name,inputs,latches,outputs,gates,correct_cnt,nonIC3_correct_cnt,ground_time,k_threshold,largest_k,checked_samples,alg_time,ac_cnt,ac_ratio 
culock.aig_28,3,11,2,158,1000,655,4252.03068423271,28,102.01,28,120.953746609688,974.84,0.97484
culock.aig_29,3,11,2,158,1000,655,4252.03068423271,29,102.08,29,127.474639356136,969.83,0.96983
culock.aig_30,3,11,2,158,1000,655,4252.03068423271,30,100.5,30,124.810094032288,969.65,0.96965
culock.aig_31,3,11,2,158,1000,655,4252.03068423271,31,100.23,31,130.715099523067,969.8,0.9698
culock.aig_32,3,11,2,158,1000,655,4252.03068423271,32,101.8,32,135.49959158659,975.41,0.97541
culock.aig_33,3,11,2,158,1000,655,4252.03068423271,33,101.59,33,136.261958346367,974.36,0.97436
culock.aig_34,3,11,2,158,1000,655,4252.03068423271,34,102.31,34,141.431170239449,975.39,0.97539
culock.aig_35,3,11,2,158,1000,655,4252.03068423271,35,101.15,35,149.382847726345,970.22,0.97022
culock.aig_36,3,11,2,158,1000,655,4252.03068423271,36,102.88,36,153.081525895596,974.48,0.97448
culock.aig_37,3,11,2,158,1000,655,4252.03068423271,37,102.81,37,162.590712733269,979.01,0.97901
culock.aig_38,3,11,2,158,1000,655,4252.03068423271,38,102.84,38,160.528090839386,978,0.978
culock.aig_39,3,11,2,158,1000,655,4252.03068423271,39,102.84,39,159.030722050667,979.15,0.97915
culock.aig_40,3,11,2,158,1000,655,4252.03068423271,40,103.32,40,176.605681362152,980.97,0.98097
culock.aig_41,3,11,2,158,1000,655,4252.03068423271,41,104.91,41,187.715304067135,981.6,0.9816
culock.aig_42,3,11,2,158,1000,655,4252.03068423271,42,103.48,42,182.457855622768,979.8,0.9798
culock.aig_43,3,11,2,158,1000,655,4252.03068423271,43,103.41,43,175.466577048302,979.03,0.97903
culock.aig_44,3,11,2,158,1000,655,4252.03068423271,44,104.29,44,188.340759074688,981.82,0.98182
culock.aig_45,3,11,2,158,1000,655,4252.03068423271,45,104.41,45,197.957888426781,983.15,0.98315
culock.aig_46,3,11,2,158,1000,655,4252.03068423271,46,103.36,46,191.558340063095,981.41,0.98141
culock.aig_47,3,11,2,158,1000,655,4252.03068423271,47,102.85,47,191.888007514477,980.94,0.98094
culock.aig_48,3,11,2,158,1000,655,4252.03068423271,48,104.83,48,209.301776590347,985.81,0.98581
culock.aig_49,3,11,2,158,1000,655,4252.03068423271,49,104.71,49,204.91338332653,982.95,0.98295
cuabq2mfro.aig_0,6,35,0,455,978,783,68.665326833725,0,0,0,0,783,0.800613496932515
cuabq2mfro.aig_1,6,35,0,455,978,783,68.665326833725,1,1.9,1.01,0.069768130779266,805.98,0.824110429447853
cuabq2mfro.aig_2,6,35,0,455,978,783,68.665326833725,2,2.8,2.03,0.123047556877136,819.82,0.838261758691207
cuabq2mfro.aig_3,6,35,0,455,978,783,68.665326833725,3,3.6,3.15,0.17141676902771,826.79,0.84538854805726
cuabq2mfro.aig_4,6,35,0,455,978,783,68.665326833725,4,5.25,4.1,0.25782830953598,848.19,0.867269938650307
cuabq2mfro.aig_5,6,35,0,455,978,783,68.665326833725,5,7.05,5.16,0.363073210716248,868.67,0.88821063394683
cuabq2mfro.aig_6,6,35,0,455,978,783,68.665326833725,6,6.81,6.13,0.435455355644226,865.71,0.885184049079755
cuabq2mfro.aig_7,6,35,0,455,978,783,68.665326833725,7,7.9,7.16,0.480523190498352,886.21,0.906145194274029
cuabq2mfro.aig_8,6,35,0,455,978,783,68.665326833725,8,7.65,8.2,0.495009999275208,884.11,0.903997955010225
cuabq2mfro.aig_9,6,35,0,455,978,783,68.665326833725,9,9.11,9.2,0.652357652187347,900.88,0.921145194274029
cuabq2mfro.aig_10,6,35,0,455,978,783,68.665326833725,10,8.93,10.2,0.728909955024719,895.39,0.915531697341513
cuabq2mfro.aig_11,6,35,0,455,978,783,68.665326833725,11,10.72,11.32,0.783800661563873,922.04,0.94278118609407
cuabq2mfro.aig_12,6,35,0,455,978,783,68.665326833725,12,10.72,12.17,0.841614592075348,921.33,0.942055214723926
cuabq2mfro.aig_13,6,35,0,455,978,783,68.665326833725,13,10.56,13.32,0.926807105541229,917.94,0.938588957055215
cuabq2mfro.aig_14,6,35,0,455,978,783,68.665326833725,14,10.39,14.28,0.971984708309174,919.63,0.940316973415133
cuabq2mfro.aig_15,6,35,0,455,978,783,68.665326833725,15,11.31,15.31,1.04570695638657,929.28,0.950184049079755
cuabq2mfro.aig_16,6,35,0,455,978,783,68.665326833725,16,11.16,16.32,1.05885148048401,927.57,0.948435582822086
cuabq2mfro.aig_17,6,35,0,455,978,783,68.665326833725,17,12.26,17.37,1.20949473381042,936.75,0.95782208588957
cuabq2mfro.aig_18,6,35,0,455,978,783,68.665326833725,18,12.27,18.43,1.21311104536057,938.65,0.959764826175869
cuabq2mfro.aig_19,6,35,0,455,978,783,68.665326833725,19,12.83,19.41,1.35482741355896,940.54,0.961697341513292
cuabq2mfro.aig_20,6,35,0,455,978,783,68.665326833725,20,12.93,20.45,1.48251257419586,941.55,0.962730061349693
cuabq2mfro.aig_21,6,35,0,455,978,783,68.665326833725,21,12.8,21.53,1.52737252950668,941.5,0.962678936605317
cuabq2mfro.aig_22,6,35,0,455,978,783,68.665326833725,22,12.9,22.4,1.5310910654068,943.79,0.96502044989775
cuabq2mfro.aig_23,6,35,0,455,978,783,68.665326833725,23,14.16,23.57,1.75462406635284,948.46,0.969795501022495
cuabq2mfro.aig_24,6,35,0,455,978,783,68.665326833725,24,13,24.6,1.66850801706314,942.95,0.964161554192229
cuabq2mfro.aig_25,6,35,0,455,978,783,68.665326833725,25,13.46,25.44,1.8205230307579,947.59,0.968905930470348
cuabq2mfro.aig_26,6,35,0,455,978,783,68.665326833725,26,13.03,26.61,1.78647736787796,946.21,0.967494887525562
cuabq2mfro.aig_27,6,35,0,455,978,783,68.665326833725,27,13.68,27.6,1.80291903734207,949.52,0.970879345603272
cuabq2mfro.aig_28,6,35,0,455,978,783,68.665326833725,28,14.41,28.58,2.02266230583191,951.84,0.973251533742331
cuabq2mfro.aig_29,6,35,0,455,978,783,68.665326833725,29,13.83,29.7,2.00914107084274,950.47,0.971850715746421
cuabq2mfro.aig_30,6,35,0,455,978,783,68.665326833725,30,14.12,30.83,2.20423401117325,950.89,0.972280163599182
cuabq2mfro.aig_31,6,35,0,455,978,783,68.665326833725,31,13.67,31.63,2.10360293149948,950.7,0.972085889570552
cuabq2mfro.aig_32,6,35,0,455,978,783,68.665326833725,32,14.24,32.75,2.22687950849533,952.51,0.973936605316974
cuabq2mfro.aig_33,6,35,0,455,978,783,68.665326833725,33,14.45,33.7,2.23775167703629,954.56,0.976032719836401
cuabq2mfro.aig_34,6,35,0,455,978,783,68.665326833725,34,15.09,34.86,2.46591743469238,958.75,0.980316973415133
cuabq2mfro.aig_35,6,35,0,455,978,783,68.665326833725,35,14.19,35.78,2.35454411745071,952.46,0.973885480572597
cuabq2mfro.aig_36,6,35,0,455,978,783,68.665326833725,36,14.82,36.85,2.42462120056152,956.33,0.977842535787321
cuabq2mfro.aig_37,6,35,0,455,978,783,68.665326833725,37,15.18,37.82,2.62644011735916,956.5,0.9780163599182
cuabq2mfro.aig_38,6,35,0,455,978,783,68.665326833725,38,15.11,38.78,2.70525538682938,957.69,0.979233128834356
cuabq2mfro.aig_39,6,35,0,455,978,783,68.665326833725,39,13.98,39.83,2.49231004238129,952.26,0.973680981595092
cuabq2mfro.aig_40,6,35,0,455,978,783,68.665326833725,40,14.41,40.94,2.70162853240967,953.48,0.974928425357873
cuabq2mfro.aig_41,6,35,0,455,978,783,68.665326833725,41,14.63,41.98,2.71115349054337,955.37,0.976860940695296
cuabq2mfro.aig_42,6,35,0,455,978,783,68.665326833725,42,15.86,42.88,3.07071139812469,960.63,0.982239263803681
cuabq2mfro.aig_43,6,35,0,455,978,783,68.665326833725,43,15.48,43.92,3.07121129512787,960.35,0.981952965235174
cuabq2mfro.aig_44,6,35,0,455,978,783,68.665326833725,44,14.64,45.04,3.03154360055923,955.32,0.97680981595092
cuabq2mfro.aig_45,6,35,0,455,978,783,68.665326833725,45,15.68,46.06,3.23103876113892,961.67,0.983302658486708
cuabq2mfro.aig_46,6,35,0,455,978,783,68.665326833725,46,14.95,46.98,3.03914789676666,957.94,0.979488752556237
cuabq2mfro.aig_47,6,35,0,455,978,783,68.665326833725,47,15.71,48.12,3.18592931270599,960.14,0.981738241308793
cuabq2mfro.aig_48,6,35,0,455,978,783,68.665326833725,48,15.82,48.98,3.24600014925003,961.86,0.983496932515337
cuabq2mfro.aig_49,6,35,0,455,978,783,68.665326833725,49,15.58,50.08,3.40339729547501,960.88,0.982494887525562
cusarb16.aig_0,17,50,1,78,1000,736,193.138759613037,0,0,0,0,736,0.736
cusarb16.aig_1,17,50,1,78,1000,736,193.138759613037,1,9.26,1,0.215182907581329,774.5,0.7745
cusarb16.aig_2,17,50,1,78,1000,736,193.138759613037,2,11.27,2,0.313097517490387,786.41,0.78641
cusarb16.aig_3,17,50,1,78,1000,736,193.138759613037,3,21.47,3,0.633620903491974,833.78,0.83378
cusarb16.aig_4,17,50,1,78,1000,736,193.138759613037,4,19.01,4,0.606513369083405,823.19,0.82319
cusarb16.aig_5,17,50,1,78,1000,736,193.138759613037,5,29.19,5,0.998560469150543,872.54,0.87254
cusarb16.aig_6,17,50,1,78,1000,736,193.138759613037,6,32.32,6,1.10239445209503,882.54,0.88254
cusarb16.aig_7,17,50,1,78,1000,736,193.138759613037,7,29.63,7,1.15945505142212,871.01,0.87101
cusarb16.aig_8,17,50,1,78,1000,736,193.138759613037,8,35.85,8,1.57693409204483,898.02,0.89802
cusarb16.aig_9,17,50,1,78,1000,736,193.138759613037,9,40.87,9,2.08540383815765,927.63,0.92763
cusarb16.aig_10,17,50,1,78,1000,736,193.138759613037,10,39.26,10,1.86488788604736,915.93,0.91593
cusarb16.aig_11,17,50,1,78,1000,736,193.138759613037,11,39.98,11,2.09006458282471,921.7,0.9217
cusarb16.aig_12,17,50,1,78,1000,736,193.138759613037,12,42.49,12,2.49937764644623,929.15,0.92915
cusarb16.aig_13,17,50,1,78,1000,736,193.138759613037,13,40.97,13,2.21640268325806,928.59,0.92859
cusarb16.aig_14,17,50,1,78,1000,736,193.138759613037,14,45.6,14,2.82718228816986,941.75,0.94175
cusarb16.aig_15,17,50,1,78,1000,736,193.138759613037,15,44.46,15,3.01625951766968,939.72,0.93972
cusarb16.aig_16,17,50,1,78,1000,736,193.138759613037,16,46.24,16,3.26818137168884,950.36,0.95036
cusarb16.aig_17,17,50,1,78,1000,736,193.138759613037,17,48.06,17,3.3512153339386,955.13,0.95513
cusarb16.aig_18,17,50,1,78,1000,736,193.138759613037,18,45.45,18,3.22520343065262,947.87,0.94787
cusarb16.aig_19,17,50,1,78,1000,736,193.138759613037,19,47.76,19,3.5750754904747,956.79,0.95679
cusarb16.aig_20,17,50,1,78,1000,736,193.138759613037,20,47.93,20,4.13686784982681,956,0.956
cusarb16.aig_21,17,50,1,78,1000,736,193.138759613037,21,47.88,21,4.03305822134018,954.51,0.95451
cusarb16.aig_22,17,50,1,78,1000,736,193.138759613037,22,49.05,22,4.01807470321655,960.53,0.96053
cusarb16.aig_23,17,50,1,78,1000,736,193.138759613037,23,50.05,23,4.28667460918427,961.94,0.96194
cusarb16.aig_24,17,50,1,78,1000,736,193.138759613037,24,48.98,24,4.54570266246796,955.57,0.95557
cusarb16.aig_25,17,50,1,78,1000,736,193.138759613037,25,51.05,25,4.65919264554977,964.43,0.96443
cusarb16.aig_26,17,50,1,78,1000,736,193.138759613037,26,50.66,26,5.02600903749466,964.59,0.96459
cusarb16.aig_27,17,50,1,78,1000,736,193.138759613037,27,50.3,27,5.13161507129669,963.39,0.96339
cusarb16.aig_28,17,50,1,78,1000,736,193.138759613037,28,50.86,28,5.09617067813873,966.19,0.96619
cusarb16.aig_29,17,50,1,78,1000,736,193.138759613037,29,52.32,29,5.68161557435989,971.03,0.97103
cusarb16.aig_30,17,50,1,78,1000,736,193.138759613037,30,52.69,30,5.84363332509995,971.46,0.97146
cusarb16.aig_31,17,50,1,78,1000,736,193.138759613037,31,54.85,31,5.96530033826828,971.19,0.97119
cusarb16.aig_32,17,50,1,78,1000,736,193.138759613037,32,53.7,32,6.2726680803299,972.57,0.97257
cusarb16.aig_33,17,50,1,78,1000,736,193.138759613037,33,54.35,33,6.55400347709656,972.09,0.97209
cusarb16.aig_34,17,50,1,78,1000,736,193.138759613037,34,56.13,34,6.52758788347244,976.96,0.97696
cusarb16.aig_35,17,50,1,78,1000,736,193.138759613037,35,53.97,35,6.56366330385208,974.62,0.97462
cusarb16.aig_36,17,50,1,78,1000,736,193.138759613037,36,52.73,36,6.57504861593247,971.8,0.9718
cusarb16.aig_37,17,50,1,78,1000,736,193.138759613037,37,53.58,37,6.83311901807785,973.72,0.97372
cusarb16.aig_38,17,50,1,78,1000,736,193.138759613037,38,52.37,38,6.94305560827255,972.58,0.97258
cusarb16.aig_39,17,50,1,78,1000,736,193.138759613037,39,55.72,39,7.8827611207962,978.1,0.9781
cusarb16.aig_40,17,50,1,78,1000,736,193.138759613037,40,55.28,40,7.36133281707764,979.2,0.9792
cusarb16.aig_41,17,50,1,78,1000,736,193.138759613037,41,56.88,41,7.52388705015183,980.05,0.98005
cusarb16.aig_42,17,50,1,78,1000,736,193.138759613037,42,54.55,42,7.81536963701248,978.38,0.97838
cusarb16.aig_43,17,50,1,78,1000,736,193.138759613037,43,58.06,43,8.56171320676804,982.88,0.98288
cusarb16.aig_44,17,50,1,78,1000,736,193.138759613037,44,55.34,44,7.99200670003891,976.32,0.97632
cusarb16.aig_45,17,50,1,78,1000,736,193.138759613037,45,55.97,45,8.7885297703743,978.02,0.97802
cusarb16.aig_46,17,50,1,78,1000,736,193.138759613037,46,57.06,46,8.77929850578308,981.47,0.98147
cusarb16.aig_47,17,50,1,78,1000,736,193.138759613037,47,58.33,47,9.24585498094559,981.7,0.9817
cusarb16.aig_48,17,50,1,78,1000,736,193.138759613037,48,58.36,48,10.0121295571327,981.5,0.9815
cusarb16.aig_49,17,50,1,78,1000,736,193.138759613037,49,60.26,49,10.1269567346573,983.6,0.9836
cucnt3ro.aig_0,0,3,0,19,1000,1000,17.7445657253265,0,0,0,0,1000,1
cucnt3ro.aig_1,0,3,0,19,1000,1000,17.7445657253265,1,0,1,0.017617995738983,1000,1
cucnt3ro.aig_2,0,3,0,19,1000,1000,17.7445657253265,2,0,2,0.035135817527771,1000,1
cucnt3ro.aig_3,0,3,0,19,1000,1000,17.7445657253265,3,0,3,0.05262855052948,1000,1
cucnt3ro.aig_4,0,3,0,19,1000,1000,17.7445657253265,4,0,4,0.070186522006989,1000,1
cucnt3ro.aig_5,0,3,0,19,1000,1000,17.7445657253265,5,0,5,0.087830078601837,1000,1
cucnt3ro.aig_6,0,3,0,19,1000,1000,17.7445657253265,6,0,6,0.105336081981659,1000,1
cucnt3ro.aig_7,0,3,0,19,1000,1000,17.7445657253265,7,0,7,0.12306813955307,1000,1
cucnt3ro.aig_8,0,3,0,19,1000,1000,17.7445657253265,8,0,8,0.140568001270294,1000,1
cucnt3ro.aig_9,0,3,0,19,1000,1000,17.7445657253265,9,0,9,0.158112766742706,1000,1
cucnt3ro.aig_10,0,3,0,19,1000,1000,17.7445657253265,10,0,10,0.175826804637909,1000,1
cucnt3ro.aig_11,0,3,0,19,1000,1000,17.7445657253265,11,0,11,0.193168392181397,1000,1
cucnt3ro.aig_12,0,3,0,19,1000,1000,17.7445657253265,12,0,12,0.210860507488251,1000,1
cucnt3ro.aig_13,0,3,0,19,1000,1000,17.7445657253265,13,0,13,0.228529224395752,1000,1
cucnt3ro.aig_14,0,3,0,19,1000,1000,17.7445657253265,14,0,14,0.245899260044098,1000,1
cucnt3ro.aig_15,0,3,0,19,1000,1000,17.7445657253265,15,0,15,0.263511245250702,1000,1
cucnt3ro.aig_16,0,3,0,19,1000,1000,17.7445657253265,16,0,16,0.28116926908493,1000,1
cucnt3ro.aig_17,0,3,0,19,1000,1000,17.7445657253265,17,0,17,0.298627316951752,1000,1
cucnt3ro.aig_18,0,3,0,19,1000,1000,17.7445657253265,18,0,18,0.316330549716949,1000,1
cucnt3ro.aig_19,0,3,0,19,1000,1000,17.7445657253265,19,0,19,0.333560638427734,1000,1
cucnt3ro.aig_20,0,3,0,19,1000,1000,17.7445657253265,20,0,20,0.351224608421326,1000,1
cucnt3ro.aig_21,0,3,0,19,1000,1000,17.7445657253265,21,0,21,0.368665397167206,1000,1
cucnt3ro.aig_22,0,3,0,19,1000,1000,17.7445657253265,22,0,22,0.386560502052307,1000,1
cucnt3ro.aig_23,0,3,0,19,1000,1000,17.7445657253265,23,0,23,0.404070961475372,1000,1
cucnt3ro.aig_24,0,3,0,19,1000,1000,17.7445657253265,24,0,24,0.421711978912354,1000,1
cucnt3ro.aig_25,0,3,0,19,1000,1000,17.7445657253265,25,0,25,0.439535069465637,1000,1
cucnt3ro.aig_26,0,3,0,19,1000,1000,17.7445657253265,26,0,26,0.456664366722107,1000,1
cucnt3ro.aig_27,0,3,0,19,1000,1000,17.7445657253265,27,0,27,0.47436526298523,1000,1
cucnt3ro.aig_28,0,3,0,19,1000,1000,17.7445657253265,28,0,28,0.491822657585144,1000,1
cucnt3ro.aig_29,0,3,0,19,1000,1000,17.7445657253265,29,0,29,0.509681143760681,1000,1
cucnt3ro.aig_30,0,3,0,19,1000,1000,17.7445657253265,30,0,30,0.526946275234222,1000,1
cucnt3ro.aig_31,0,3,0,19,1000,1000,17.7445657253265,31,0,31,0.544750273227692,1000,1
cucnt3ro.aig_32,0,3,0,19,1000,1000,17.7445657253265,32,0,32,0.562313313484192,1000,1
cucnt3ro.aig_33,0,3,0,19,1000,1000,17.7445657253265,33,0,33,0.579272744655609,1000,1
cucnt3ro.aig_34,0,3,0,19,1000,1000,17.7445657253265,34,0,34,0.597487165927887,1000,1
cucnt3ro.aig_35,0,3,0,19,1000,1000,17.7445657253265,35,0,35,0.614864931106567,1000,1
cucnt3ro.aig_36,0,3,0,19,1000,1000,17.7445657253265,36,0,36,0.632379319667816,1000,1
cucnt3ro.aig_37,0,3,0,19,1000,1000,17.7445657253265,37,0,37,0.649699652194977,1000,1
cucnt3ro.aig_38,0,3,0,19,1000,1000,17.7445657253265,38,0,38,0.667869098186493,1000,1
cucnt3ro.aig_39,0,3,0,19,1000,1000,17.7445657253265,39,0,39,0.685243620872498,1000,1
cucnt3ro.aig_40,0,3,0,19,1000,1000,17.7445657253265,40,0,40,0.702668676376343,1000,1
cucnt3ro.aig_41,0,3,0,19,1000,1000,17.7445657253265,41,0,41,0.720544672012329,1000,1
cucnt3ro.aig_42,0,3,0,19,1000,1000,17.7445657253265,42,0,42,0.737782216072082,1000,1
cucnt3ro.aig_43,0,3,0,19,1000,1000,17.7445657253265,43,0,43,0.755584862232208,1000,1
cucnt3ro.aig_44,0,3,0,19,1000,1000,17.7445657253265,44,0,44,0.772937905788422,1000,1
cucnt3ro.aig_45,0,3,0,19,1000,1000,17.7445657253265,45,0,45,0.790301599502564,1000,1
cucnt3ro.aig_46,0,3,0,19,1000,1000,17.7445657253265,46,0,46,0.808267896175384,1000,1
cucnt3ro.aig_47,0,3,0,19,1000,1000,17.7445657253265,47,0,47,0.825781416893005,1000,1
cucnt3ro.aig_48,0,3,0,19,1000,1000,17.7445657253265,48,0,48,0.843158996105194,1000,1
cucnt3ro.aig_49,0,3,0,19,1000,1000,17.7445657253265,49,0,49,0.860364882946014,1000,1
lmcs06short0.aig_0,8,10,0,53,953,417,25.135568857193,0,0,0,0,417,0.437565582371459
lmcs06short0.aig_1,8,10,0,53,953,417,25.135568857193,1,1,1.03,0.024701180458069,682.5,0.716159496327387
lmcs06short0.aig_2,8,10,0,53,953,417,25.135568857193,2,1.73,2.14,0.053451836109161,873.71,0.916799580272823
lmcs06short0.aig_3,8,10,0,53,953,417,25.135568857193,3,1.92,3.13,0.077958977222443,926.76,0.972465897166842
lmcs06short0.aig_4,8,10,0,53,953,417,25.135568857193,4,2.04,4.18,0.107568953037262,948.2,0.994963273871983
lmcs06short0.aig_5,8,10,0,53,953,417,25.135568857193,5,1.93,5.28,0.131016252040863,926.81,0.972518363064008
lmcs06short0.aig_6,8,10,0,53,953,417,25.135568857193,6,2.05,6.29,0.158095746040344,948.25,0.99501573976915
lmcs06short0.aig_7,8,10,0,53,953,417,25.135568857193,7,2.05,7.36,0.184975202083588,948.25,0.99501573976915
lmcs06short0.aig_8,8,10,0,53,953,417,25.135568857193,8,2.08,8.46,0.211404240131378,948.4,0.99517313746065
lmcs06short0.aig_9,8,10,0,53,953,417,25.135568857193,9,2.03,9.46,0.23832287311554,948.15,0.994910807974816
lmcs06short0.aig_10,8,10,0,53,953,417,25.135568857193,10,2.05,10.46,0.260281100273132,948.25,0.99501573976915
lmcs06short0.aig_11,8,10,0,53,953,417,25.135568857193,11,2.03,11.57,0.290064420700073,948.15,0.994910807974816
lmcs06short0.aig_12,8,10,0,53,953,417,25.135568857193,12,2.01,12.5,0.312360844612122,948.05,0.994805876180483
lmcs06short0.aig_13,8,10,0,53,953,417,25.135568857193,13,2.06,13.63,0.339490580558777,948.3,0.995068205666317
lmcs06short0.aig_14,8,10,0,53,953,417,25.135568857193,14,2.08,14.75,0.37364241361618,948.4,0.99517313746065
lmcs06short0.aig_15,8,10,0,53,953,417,25.135568857193,15,2.09,15.77,0.392611112594604,948.45,0.995225603357818
lmcs06short0.aig_16,8,10,0,53,953,417,25.135568857193,16,2.11,16.84,0.427265026569366,948.55,0.995330535152151
lmcs06short0.aig_17,8,10,0,53,953,417,25.135568857193,17,2.06,17.89,0.446897382736206,948.3,0.995068205666317
lmcs06short0.aig_18,8,10,0,53,953,417,25.135568857193,18,2.05,18.78,0.47121707201004,948.25,0.99501573976915
lmcs06short0.aig_19,8,10,0,53,953,417,25.135568857193,19,2.07,20.03,0.502877426147461,948.35,0.995120671563484
lmcs06short0.aig_20,8,10,0,53,953,417,25.135568857193,20,2.06,21.05,0.527207283973694,948.3,0.995068205666317
lmcs06short0.aig_21,8,10,0,53,953,417,25.135568857193,21,2.12,21.99,0.552754080295563,948.6,0.995383001049318
lmcs06short0.aig_22,8,10,0,53,953,417,25.135568857193,22,2.11,23.08,0.577038719654083,948.55,0.995330535152151
lmcs06short0.aig_23,8,10,0,53,953,417,25.135568857193,23,2.16,24.03,0.599047958850861,948.8,0.995592864637985
lmcs06short0.aig_24,8,10,0,53,953,417,25.135568857193,24,2.15,25.15,0.629110600948334,948.75,0.995540398740818
lmcs06short0.aig_25,8,10,0,53,953,417,25.135568857193,25,2.16,26.18,0.653553953170776,948.8,0.995592864637985
lmcs06short0.aig_26,8,10,0,53,953,417,25.135568857193,26,2.12,27.29,0.677726793289185,948.6,0.995383001049318
lmcs06short0.aig_27,8,10,0,53,953,417,25.135568857193,27,2.18,28.51,0.711100921630859,948.9,0.995697796432319
lmcs06short0.aig_28,8,10,0,53,953,417,25.135568857193,28,2.16,29.38,0.733649122714996,948.8,0.995592864637985
lmcs06short0.aig_29,8,10,0,53,953,417,25.135568857193,29,2.14,30.34,0.760524218082428,948.7,0.995487932843652
lmcs06short0.aig_30,8,10,0,53,953,417,25.135568857193,30,2.16,31.57,0.790359699726105,948.8,0.995592864637985
lmcs06short0.aig_31,8,10,0,53,953,417,25.135568857193,31,2.09,32.56,0.815107414722443,948.45,0.995225603357818
lmcs06short0.aig_32,8,10,0,53,953,417,25.135568857193,32,2.16,33.54,0.839922740459442,948.8,0.995592864637985
lmcs06short0.aig_33,8,10,0,53,953,417,25.135568857193,33,2.13,34.62,0.858821570873261,948.65,0.995435466946485
lmcs06short0.aig_34,8,10,0,53,953,417,25.135568857193,34,2.16,35.69,0.8938330245018,948.8,0.995592864637985
lmcs06short0.aig_35,8,10,0,53,953,417,25.135568857193,35,2.23,36.77,0.920281319618225,949.15,0.995960125918153
lmcs06short0.aig_36,8,10,0,53,953,417,25.135568857193,36,2.14,37.78,0.947414057254791,948.7,0.995487932843652
lmcs06short0.aig_37,8,10,0,53,953,417,25.135568857193,37,2.28,38.7,0.970093371868134,949.4,0.996222455403987
lmcs06short0.aig_38,8,10,0,53,953,417,25.135568857193,38,2.16,39.82,1.00081012010574,948.8,0.995592864637985
lmcs06short0.aig_39,8,10,0,53,953,417,25.135568857193,39,2.17,40.87,1.02577323198318,948.85,0.995645330535152
lmcs06short0.aig_40,8,10,0,53,953,417,25.135568857193,40,2.25,41.92,1.04944562911987,949.25,0.996065057712487
lmcs06short0.aig_41,8,10,0,53,953,417,25.135568857193,41,2.19,43.09,1.07984360218048,948.95,0.995750262329486
lmcs06short0.aig_42,8,10,0,53,953,417,25.135568857193,42,2.22,44.23,1.10566161155701,949.1,0.995907660020986
lmcs06short0.aig_43,8,10,0,53,953,417,25.135568857193,43,2.19,45.2,1.13352432489395,948.95,0.995750262329486
lmcs06short0.aig_44,8,10,0,53,953,417,25.135568857193,44,2.16,46.07,1.14365747213364,948.8,0.995592864637985
lmcs06short0.aig_45,8,10,0,53,953,417,25.135568857193,45,2.25,47.12,1.18095244169235,949.25,0.996065057712487
lmcs06short0.aig_46,8,10,0,53,953,417,25.135568857193,46,2.22,48.07,1.20105174303055,949.1,0.995907660020986
lmcs06short0.aig_47,8,10,0,53,953,417,25.135568857193,47,2.17,49.4,1.2273671913147,948.85,0.995645330535152
lmcs06short0.aig_48,8,10,0,53,953,417,25.135568857193,48,2.2,50.33,1.2543865275383,949,0.995802728226653
lmcs06short0.aig_49,8,10,0,53,953,417,25.135568857193,49,2.22,51.2,1.28089958667755,949.1,0.995907660020986
lmcs06brp0.aig_0,47,89,0,766,1000,506,82.9041137695313,0,0,0,0,506,0.506
lmcs06brp0.aig_1,47,89,0,766,1000,506,82.9041137695313,1,0.88,1,0.078260033130646,723.36,0.72336
lmcs06brp0.aig_2,47,89,0,766,1000,506,82.9041137695313,2,1.36,2,0.157634029388428,841.92,0.84192
lmcs06brp0.aig_3,47,89,0,766,1000,506,82.9041137695313,3,1.82,3,0.260773720741272,955.54,0.95554
lmcs06brp0.aig_4,47,89,0,766,1000,506,82.9041137695313,4,1.9,4,0.33432687997818,975.3,0.9753
lmcs06brp0.aig_5,47,89,0,766,1000,506,82.9041137695313,5,1.9,5,0.404939615726471,975.3,0.9753
lmcs06brp0.aig_6,47,89,0,766,1000,506,82.9041137695313,6,1.98,6,0.487670621871948,995.06,0.99506
lmcs06brp0.aig_7,47,89,0,766,1000,506,82.9041137695313,7,1.98,7,0.579304058551788,995.06,0.99506
lmcs06brp0.aig_8,47,89,0,766,1000,506,82.9041137695313,8,2,8,0.656045031547546,1000,1
lmcs06brp0.aig_9,47,89,0,766,1000,506,82.9041137695313,9,2,9,0.755035929679871,1000,1
lmcs06brp0.aig_10,47,89,0,766,1000,506,82.9041137695313,10,2,10,0.82406100988388,1000,1
lmcs06brp0.aig_11,47,89,0,766,1000,506,82.9041137695313,11,2,11,0.906010050773621,1000,1
lmcs06brp0.aig_12,47,89,0,766,1000,506,82.9041137695313,12,2,12,0.991250033378601,1000,1
lmcs06brp0.aig_13,47,89,0,766,1000,506,82.9041137695313,13,2,13,1.06847180604935,1000,1
lmcs06brp0.aig_14,47,89,0,766,1000,506,82.9041137695313,14,2,14,1.18115037679672,1000,1
lmcs06brp0.aig_15,47,89,0,766,1000,506,82.9041137695313,15,2,15,1.24800091743469,1000,1
lmcs06brp0.aig_16,47,89,0,766,1000,506,82.9041137695313,16,2,16,1.3273378610611,1000,1
lmcs06brp0.aig_17,47,89,0,766,1000,506,82.9041137695313,17,2,17,1.38768474817276,1000,1
