aig_name,inputs,latches,outputs,gates,correct_cnt,ic3_ac_cnt,ic3_ac_ratio,ic3_timeout,ic3_time,fsis_ac_cnt,fsis_ac_ratio,fsis_timeout,fsis_time,init_alg,all_timeout,gen_threshold,i234_time,if_frame,i234_ac_cnt,i234_ac_ratio 
pdtvismiim4.aig,41,86,1,893,216,185,0.856481481481482,0,0.067520380020142,25,0.115740740740741,0,0.128512382507324,Init4,false,0,5.701252,1,216,1
pdtvisns3p16.aig,21,117,1,3977,591,591,1,0,0.319032430648804,591,1,0,0.42925238609314,Init2,false,2,0.369642,1,591,1
kenflashp06.aig,45,47,1,1399,948,948,1,0,0.167827844619751,948,1,0,0.229136943817139,Init2,false,2,0.218398,1,948,1
boblivear.aig,5,77,1,321,976,0,0,0,43.3359036445618,0,0,0,2.9863862991333,Init2,false,8,25.938957,18,0,0
pdtvistictactoe12.aig,4,33,1,884,1000,1000,1,0,0.168455123901367,1000,1,0,0.278990507125854,Init2,false,2,0.168266,1,1000,1
pdtvisblackjack3.aig,5,104,1,3471,440,0,0,0,0.419108152389526,0,0,0,1.33174347877502,Init2,false,2,0.971071,8,0,0
nusmvreactorp5.aig,73,75,1,1224,929,929,1,0,0.168740510940552,929,1,0,0.228998899459839,Init2,false,2,0.218794,1,929,1
pdtvisvsa16a11.aig,32,236,1,6244,522,522,1,0,0.468708992004395,522,1,0,0.630288600921631,Init2,false,2,0.620691,1,522,1
6s421rb083.aig,153,951,1,6294,73,0,0,0,0.971283674240112,0,0,0,3.33807134628296,Init4,false,0,21.395538,1,73,1
pdtvisminmaxr1.aig,12,28,1,532,331,269,0.812688821752266,0,0.068426847457886,262,0.791540785498489,0,0.178886890411377,Init4,false,0,2.844413,1,331,1
6s374b114.aig,1051,26324,1,351902,8,0,0,0,14.3078908920288,0,0,1,1200.01435828209,Init2,false,2,43.675285,3,0,0
mentorbm1p02.aig,224,4377,1,31685,1000,864,0.864,0,4.02872514724731,0,0,0,40.7382378578186,Init2,false,16,5.189571,3,864,0.864
pdtvisheap05.aig,4,33,1,1150,614,614,1,0,0.118282556533813,614,1,0,0.178940534591675,Init2,false,2,0.121448,1,614,1
139442p0.aig,169,231,1,3439,1000,463,0.463,0,0.419513702392578,529,0.529,0,0.981497287750244,Init2,false,32,0.921236,1,529,0.529
6s406rb067.aig,208,10746,1,123785,1000,675,0.675,0,25.8889544010162,0,0,1,1200.01405763626,Init2,false,4,36.128119,3,880,0.88
bobuns2p10d20l.aig,20,20,1,3823,1000,1000,1,0,0.972018003463745,1000,1,0,1.58394718170166,Init2,false,2,1.072779,1,1000,1
139444p0.aig,289,375,1,7775,1000,502,0.502,0,1.07162761688232,502,0.502,0,2.5349018573761,Init2,false,32,1.977273,1,502,0.502
pdtvisminmaxr3.aig,12,28,1,459,1000,1000,1,0,0.068675518035889,1000,1,0,0.129727840423584,Init2,false,2,0.070858,1,1000,1
pdtswvsam4x8p3.aig,9,96,1,6376,141,1,0.00709219858156,0,9.49308395385742,0,0,1,1200.0142185688,Init2,false,8,10.747983,43,3,0.021276595744681
kenflashp11.aig,73,75,1,6218,989,554,0.560161779575328,0,0.469576597213745,489,0.494438827098079,0,0.529709100723267,Init2,false,2,31.352098,2,919,0.929221435793731
pdtvisns3p14.aig,21,117,1,3977,733,733,1,0,0.368988513946533,733,1,0,0.429605722427368,Init2,false,2,0.421602,1,733,1
6s384rb024.aig,7415,14952,1,65415,694,133,0.19164265129683,0,4.57988452911377,1,0.001440922190202,0,222.51814031601,Init4,false,0,87.003019,1,694,1
pdtvismiim2.aig,41,86,1,893,441,348,0.789115646258503,0,0.118474960327148,32,0.072562358276644,0,0.179024219512939,Init4,false,0,0.290947,1,441,1
pdtvisblackjack2.aig,5,104,1,3467,320,0,0,0,0.418900966644287,0,0,0,1.18170833587646,Init2,false,4,10.04506,15,0,0
pdtvisheap11.aig,4,33,1,1149,939,939,1,0,0.16840124130249,939,1,0,0.178247690200806,Init2,false,2,0.169448,1,939,1
pdtvisns3p00.aig,21,117,1,3985,670,0,0,0,5.68216824531555,0,0,0,106.063581705093,Init2,false,16,9.995737,10,13,0.019402985074627
beemsnpse4f1.aig,185,237,1,24157,711,4,0.005625879043601,0,125.103827476501,0,0,1,1200.01460981369,Init2,false,32,23.685019,13,523,0.735583684950774
beemfish4f1.aig,43,94,1,1323,534,0,0,0,54.8661248683929,0,0,1,1200.01432061195,Init2,false,16,28.295145,21,242,0.453183520599251
nusmvsyncarb10p2.aig,10,20,1,157,12,12,1,0,0.068242311477661,12,1,0,2.18455767631531,Init2,false,2,0.069357,10,12,1
pdtvisvsa16a25.aig,32,236,1,6244,519,519,1,0,0.468735456466675,519,1,0,0.680113077163696,Init2,false,2,0.521076,1,519,1
pdtvisvsa16a13.aig,32,236,1,6249,903,903,1,0,0.670198678970337,903,1,0,0.780848026275635,Init2,false,2,0.823278,1,903,1
kenflashp10.aig,60,61,1,4975,1000,1000,1,0,0.519329786300659,1000,1,0,0.429990530014038,Init2,false,2,0.570151,1,1000,1
beemlptna5f1.aig,365,231,1,5217,561,322,0.57397504456328,0,245.126741886139,0,0,0,41.4900951385498,Init2,false,32,43.692033,24,475,0.846702317290553
beemlup1b1.aig,81,35,1,2566,1000,630,0.63,0,0.269180059432983,932,0.932,0,9.90524435043335,Init4,false,0,27.509193,1,1000,1
6s271rb079.aig,208,10602,1,121021,1000,31,0.031,0,24.1313033103943,0,0,1,1200.01379776001,Init2,false,32,29.460717,7,94,0.094
bobtuint18neg.aig,213,212,1,2051,762,402,0.52755905511811,0,0.218752861022949,0,0,0,0.830156326293945,Init2,false,4,0.321446,2,658,0.863517060367454
pdtvisvsa16a12.aig,32,236,1,6261,480,480,1,0,0.469500541687012,480,1,0,0.729730129241943,Init2,false,2,0.571991,1,480,1
pdtvistwoall1.aig,30,33,1,1713,498,498,1,0,0.469332218170166,498,1,0,1.23134303092957,Init2,false,2,0.471449,1,498,1
6s421rb050.aig,153,951,1,6294,85,0,0,0,0.869637727737427,0,0,0,4.03978848457336,Init4,false,0,32.275199,1,85,1
bj08amba4g5.aig,11,36,1,13587,680,257,0.377941176470588,0,1.02113103866577,54,0.079411764705882,0,2.68344736099243,Init2,false,2,1.222832,1,276,0.405882352941177
6s206rb103.aig,9204,28643,1,143652,391,274,0.70076726342711,0,17.0646843910217,0,0,1,1200.01469135284,Init3,false,0,55.913875,1,391,1
pdtvisvsar15.aig,17,130,1,2122,522,522,1,0,0.218575239181518,522,1,0,0.329057693481445,Init2,false,2,0.227076,1,522,1
bjrb07amba2andenv.aig,7,26,1,1701,256,59,0.23046875,0,0.218801021575928,16,0.0625,0,0.430029630661011,Init2,false,8,0.22001,3,148,0.578125
bj08amba2g82.aig,7,26,1,1179,497,136,0.27364185110664,0,0.068580150604248,75,0.150905432595573,0,0.128520488739014,Init4,false,0,11.366755,1,497,1
pdtvisns2p6.aig,16,75,1,2514,740,740,1,0,0.218924999237061,740,1,0,0.279115200042725,Init2,false,2,0.270191,1,740,1
mentorbm1p06.aig,224,4377,1,31685,1000,235,0.235,0,2.72528076171875,0,0,0,60.6371281147003,Init2,false,2,11.001606,2,455,0.455
pdtvisheap09.aig,4,33,1,1149,944,944,1,0,0.168293714523315,944,1,0,0.178890943527222,Init2,false,2,0.170242,1,944,1
bj08amba2g1.aig,7,26,1,918,683,239,0.349926793557833,0,0.068286657333374,164,0.240117130307467,0,0.128548860549927,Init4,false,0,0.189105,1,683,1
pj2013.aig,1305,1271,1,34417,989,511,0.516683518705763,0,3.87673544883728,238,0.240647118301314,0,324.655938148499,Init2,false,16,6.590218,2,625,0.631951466127401
pdtvistictactoe11.aig,4,33,1,884,1000,1000,1,0,0.168447017669678,1000,1,0,0.32947301864624,Init2,false,2,0.169546,1,1000,1
pj2010.aig,366,355,1,18094,1000,599,0.599,0,2.2238872051239,530,0.53,0,3.73864197731018,Init2,false,8,3.277099,5,981,0.981
pdtvisvsa16a05.aig,32,236,1,6272,998,547,0.54809619238477,0,6.6356508731842,0,0,0,3.59001588821411,Init4,false,0,6.405556,1,998,1
pdtvisvsa16a02.aig,32,236,1,6244,624,624,1,0,0.56975507736206,624,1,0,0.680677175521851,Init2,false,2,0.621099,1,624,1
bjrb07amba3andenv.aig,9,32,1,7460,285,15,0.052631578947369,0,1.1717963218689,1,0.003508771929825,0,7.79975485801697,Init2,false,8,2.477392,7,31,0.108771929824561
bjrb07amba7andenv.aig,17,50,1,30018,285,6,0.021052631578947,0,19.773134469986,0,0,0,257.955232858658,Init2,false,4,15.410059,3,21,0.073684210526316
bobcount.aig,3,13,1,77,837,386,0.461170848267622,0,0.118524789810181,174,0.207885304659498,0,0.178788661956787,Init4,false,0,0.328435,1,837,1
lamport_nonatomic.5.prop1-func-interl.aig,365,231,0,5217,577,353,0.611785095320624,0,200.015636444092,0,0,0,35.4248058795929,Init2,false,8,45.69192,25,480,0.831889081455806
beemelev1f1.aig,38,197,1,2219,878,726,0.826879271070615,0,0.31855845451355,0,0,0,0.630399227142334,Init2,false,16,0.370479,4,774,0.881548974943052
6s391rb379.aig,433,2686,1,13716,679,483,0.711340206185567,0,1.42305088043213,0,0,0,47.5559856891632,Init2,false,2,2.177434,2,543,0.799705449189985
bj08amba5g82.aig,13,39,1,19848,479,122,0.254697286012526,0,1.12118220329285,7,0.014613778705637,0,3.13692021369934,Init2,false,2,1.373561,1,122,0.254697286012526
139462p0.aig,255,351,1,9657,1000,492,0.492,0,1.37187910079956,492,0.492,0,2.78621315956116,Init2,false,32,9.144146,1,371,0.371
texasPImainp12.aig,14,239,1,7987,826,65,0.078692493946731,0,0.319108724594116,12,0.01452784503632,0,0.580121517181397,Init2,false,2,0.771597,3,560,0.677966101694915
bj08amba4g82.aig,11,36,1,13478,479,121,0.252609603340292,0,0.769556760787964,51,0.106471816283925,0,2.23447966575623,Init2,false,2,0.972245,1,122,0.254697286012526
pdtvisretherrtf1.aig,3,46,1,1266,44,44,1,0,0.068596363067627,44,1,0,0.178341388702393,Init2,false,2,0.069646,1,44,1
mentorbm1p09.aig,224,4377,1,31685,1000,749,0.749,0,3.82864904403687,13,0.013,0,24.2371466159821,Init2,false,8,5.237734,4,826,0.826
mentorbm1p00.aig,224,4377,1,31685,1000,198,0.198,0,1.8719654083252,0,0,1,1200.01431369782,Init2,false,32,4.736674,6,149,0.149
beemlmprt5f1.aig,56,121,1,1453,645,177,0.274418604651163,0,30.6973233222961,0,0,1,1200.0148961544,Init2,false,16,8.242577,20,385,0.596899224806201
pdtvisheap12.aig,4,33,1,1149,947,947,1,0,0.168598890304565,947,1,0,0.178931951522827,Init2,false,2,0.170886,1,947,1
pdtvisvsar31.aig,17,130,1,2229,503,503,1,0,0.168747186660767,503,1,0,0.378259897232056,Init2,false,2,0.26958,1,503,1
kenflashp05.aig,63,65,1,4973,984,732,0.74390243902439,0,0.368962526321411,613,0.622967479674797,0,0.4804368019104,Init2,false,8,0.570832,2,863,0.877032520325203
beemat1f1.aig,43,86,1,1161,764,128,0.167539267015707,0,36.6698710918426,0,0,0,91.6173620223999,Init2,false,32,15.910671,22,506,0.662303664921466
pdtvistimeout2.aig,10,34,1,1077,278,228,0.820143884892086,0,0.118465900421143,189,0.679856115107914,0,0.179180145263672,Init4,false,0,3.295155,1,278,1
kenflashp09.aig,60,61,1,4989,995,995,1,0,0.469239473342896,995,1,0,0.380336761474609,Init2,false,2,0.469528,1,995,1
bj08amba2g3f3.aig,8,28,1,1400,424,79,0.186320754716981,0,0.51969051361084,17,0.040094339622642,0,0.529843330383301,Init4,false,0,17.783863,1,424,1
pdtvisns2p3.aig,16,75,1,2521,431,431,1,0,0.168385028839111,431,1,0,0.279145240783691,Init2,false,2,0.219173,1,431,1
pdtvisvsa16a15.aig,32,236,1,6265,538,538,1,0,0.519648313522339,538,1,0,0.780588626861572,Init2,false,2,0.620364,1,538,1
pdtvisvsar12.aig,17,130,1,2118,469,469,1,0,0.168273687362671,469,1,0,0.328912258148193,Init2,false,2,0.219138,1,469,1
nusmvreactorp3.aig,73,75,1,1226,983,613,0.623601220752798,0,0.218669891357422,498,0.506612410986775,0,0.329268455505371,Init2,false,16,0.219016,6,856,0.870803662258393
beemlann2f1.aig,36,149,1,1028,651,232,0.356374807987711,0,29.4961941242218,0,0,1,1200.01358175278,Init2,false,8,2.97702,24,491,0.754224270353303
pdtviseisenberg2.aig,3,30,1,2628,666,187,0.280780780780781,0,1.87375140190125,82,0.123123123123123,0,5.29318809509277,Init2,false,8,1.071113,14,229,0.343843843843844
visemodel.aig,11,15,1,314,824,824,1,0,0.068071603775025,824,1,0,0.130133390426636,Init2,false,2,0.069082,1,824,1
pdtvsar8multip23.aig,23,195,1,6956,522,522,1,0,0.469522953033447,522,1,0,0.580422639846802,Init2,false,2,0.619844,1,522,1
pdtswvibs8x8p2.aig,9,98,1,3449,492,100,0.203252032520325,0,0.769702434539795,456,0.926829268292683,0,0.529565095901489,Init4,false,0,1.291178,1,492,1
pj2005.aig,439,438,1,17353,999,50,0.05005005005005,0,3.97762608528137,42,0.042042042042042,0,62.1830077171326,Init2,false,16,5.785496,9,95,0.095095095095095
pdtvissoap2.aig,21,220,1,4740,245,0,0,0,1.22183632850647,0,0,1,1200.01390790939,Init2,false,4,4.580294,7,0,0
pdtvisheap02.aig,4,33,1,1149,930,930,1,0,0.16845703125,930,1,0,0.178834915161133,Init2,false,2,0.168759,1,930,1
visprodcellp01.aig,30,78,1,2805,848,18,0.02122641509434,0,0.469527959823608,0,0,0,0.73025393486023,Init2,false,16,0.319013,7,270,0.318396226415094
pdtvispeterson.aig,2,10,1,700,663,235,0.354449472096531,0,0.069043636322022,272,0.41025641025641,0,0.129104614257813,Init4,false,0,0.638466,1,663,1
bj08amba2g62.aig,7,26,1,1288,690,70,0.101449275362319,0,0.068392038345337,184,0.266666666666667,0,0.128705501556396,Init4,false,0,1.791189,1,690,1
6s362rb1.aig,13,1863,1,7955,760,426,0.560526315789474,0,0.970384120941162,0,0,0,11.8058018684387,Init2,false,2,1.223337,3,635,0.835526315789474
nusmvguidancep2.aig,84,86,1,1748,951,489,0.514195583596215,0,5.27987837791443,487,0.512092534174553,0,5.44034957885742,Init2,false,16,2.976221,15,515,0.541535226077813
pdtvisvsar07.aig,17,130,1,2134,995,169,0.169849246231156,0,1.67199969291687,31,0.031155778894472,0,0.680005550384522,Init4,false,0,2.243427,1,995,1
kenflashp01.aig,61,57,1,1233,978,590,0.603271983640082,0,0.118207693099976,522,0.533742331288344,0,0.228639125823975,Init2,false,16,0.169082,3,585,0.598159509202454
texasifetch1p3.aig,28,59,1,607,495,495,1,0,0.068437099456787,495,1,0,0.128420352935791,Init2,false,2,0.0684,1,495,1
shift1add2048.aig,4,20,1,108,935,910,0.973262032085562,0,12.2542545795441,902,0.964705882352941,0,0.078264236450195,Init4,false,0,16.45582,1,935,1
bjrb07amba9andenv.aig,21,59,1,72871,292,0,0,0,114.616575717926,0,0,0,1168.11825180054,Init2,false,4,53.314411,4,14,0.047945205479452
pdtswvroz10x6p2.aig,7,81,1,2925,313,78,0.249201277955272,0,106.904734373093,0,0,1,1200.01458859444,Init2,false,8,39.929659,88,116,0.370607028753994
pdtvistictactoe00.aig,4,33,1,876,575,575,1,0,0.118864297866821,575,1,0,0.178745269775391,Init2,false,2,0.119466,1,575,1
pdtvisns3p08.aig,21,117,1,3979,541,4,0.007393715341959,0,1.5222864151001,0,0,0,2.03464484214783,Init2,false,16,1.273214,11,18,0.033271719038817
nusmvguidancep9.aig,84,86,1,1730,948,487,0.513713080168776,0,3.87865972518921,489,0.515822784810127,0,1.53261494636536,Init2,false,8,2.829237,16,539,0.568565400843882
bobuns2p10d60l.aig,60,60,1,12303,1000,1000,1,0,3.32711958885193,1000,1,0,5.94456815719605,Init2,false,2,3.829029,1,1000,1
6s275rb318.aig,844,3196,1,25552,101,0,0,0,4.57941699028015,0,0,0,132.127105474472,Init2,false,2,8.545171,5,0,0
bobtuint26neg.aig,213,212,1,2051,470,0,0,0,0.369338750839233,0,0,0,2.8362135887146,Init2,false,32,0.370192,10,13,0.027659574468085
bj08amba3g62.aig,9,32,1,9825,691,49,0.070911722141824,0,0.269093751907349,49,0.070911722141824,0,0.931248426437378,Init2,false,2,0.571049,2,232,0.335745296671491
pdtvisvsar04.aig,17,130,1,2105,972,972,1,0,0.369418382644653,972,1,0,0.329229831695557,Init2,false,2,0.31915,4,972,1
beemelev2f1.aig,32,173,1,1743,880,366,0.415909090909091,0,0.218157052993774,0,0,0,0.532095909118652,Init2,false,8,0.27018,4,757,0.860227272727273
pdtvisheap08.aig,4,33,1,1149,926,926,1,0,0.168475389480591,926,1,0,0.178749322891235,Init2,false,2,0.169684,1,926,1
pdtvisns3p01.aig,21,117,1,3985,674,0,0,0,7.53756737709045,0,0,0,66.562495470047,Init2,false,16,9.694914,11,10,0.014836795252226
eijks208o.aig,10,16,1,146,4,4,1,0,0.068080425262451,4,1,0,663.605880022049,Init2,false,2,0.119187,33,4,1
pdtvisns3p10.aig,21,117,1,3988,245,245,1,0,0.218455076217651,245,1,0,0.379511833190918,Init2,false,2,0.269676,1,245,1
pdtvisvsar22.aig,17,130,1,2102,536,536,1,0,0.168514728546143,536,1,0,0.328744888305664,Init2,false,2,0.219968,1,536,1
pdtpmsusbphy.aig,14,164,1,740,773,773,1,0,0.117917537689209,773,1,0,0.279209852218628,Init2,false,2,0.170297,1,773,1
pdtvisvsa16a14.aig,32,236,1,6285,1000,1000,1,0,0.720308303833008,1000,1,0,0.729965209960938,Init2,false,2,0.821838,1,1000,1
pdtvisns3p17.aig,21,117,1,3977,586,586,1,0,0.31857419013977,586,1,0,0.429258108139038,Init2,false,2,0.370122,1,586,1
pdtvisvsar20.aig,17,130,1,2101,497,497,1,0,0.168569564819336,497,1,0,0.278725385665894,Init2,false,2,0.220019,1,497,1
bobtuint16neg.aig,213,212,1,2051,762,402,0.52755905511811,0,0.219071626663208,0,0,0,0.931095123291016,Init2,false,4,0.319866,2,658,0.863517060367454
rast-p01.aig,2840,2602,0,53736,742,742,1,0,8.19024848937988,742,1,0,10.4055194854736,Init2,false,2,9.361275,1,742,1
6s132.aig,94,139,1,1216,50,0,0,0,17.5155367851257,0,0,0,85.7570719718933,Init2,false,8,9.694689,9,0,0
pj2007.aig,396,393,1,17018,1000,38,0.038,0,8.89222145080566,94,0.094,0,12.5126438140869,Init2,false,32,4.080357,11,436,0.436
pdtpmss1269b.aig,18,106,1,813,37,9,0.243243243243243,0,0.068378925323486,0,0,0,0.178899765014648,Init4,false,0,0.440743,1,37,1
bj08amba2g5.aig,7,26,1,1179,489,122,0.249488752556237,0,0.067739963531494,53,0.10838445807771,0,0.128926515579224,Init4,false,0,0.540503,1,489,1
pdtviscoherence3.aig,8,37,1,2134,956,3,0.003138075313808,0,0.419679641723633,2,0.002092050209205,0,0.329306840896606,Init2,false,16,0.319987,7,13,0.013598326359833
pdtvisvsar11.aig,17,130,1,2101,515,515,1,0,0.168614625930786,515,1,0,0.278636932373047,Init2,false,2,0.220964,1,515,1
pdtswvsam4x8p2.aig,9,96,1,6376,198,74,0.373737373737374,0,0.870325803756714,24,0.121212121212121,0,23.3442935943604,Init2,false,4,1.924936,31,86,0.434343434343434
beemmsmie1b1.aig,172,89,1,2275,1000,1000,1,0,116.897773504257,1000,1,0,111.636389970779,Init2,false,2,27.595387,8,1000,1
pdtvisvsa16a04.aig,32,236,1,6248,968,608,0.628099173553719,0,1.02112579345703,958,0.989669421487603,0,0.931402444839478,Init2,false,2,0.822054,2,968,1
pdtvsarmultip13.aig,17,130,1,2743,918,918,1,0,0.269343614578247,918,1,0,0.329602241516113,Init2,false,2,0.370511,1,918,1
pdtvisvsa16a00.aig,32,236,1,6244,247,246,0.995951417004048,0,0.319200277328491,243,0.983805668016194,0,0.58050799369812,Init4,false,0,0.840424,1,247,1
pdtvisvending01.aig,2,34,1,953,129,11,0.085271317829457,0,3.27706694602966,0,0,1,1200.01448249817,Init2,false,4,7.790999,15,11,0.085271317829457
intel003.aig,82,87,1,848,871,488,0.560275545350172,0,0.268938064575195,487,0.559127439724455,0,3.03635311126709,Init2,false,16,0.21994,6,489,0.56142365097589
pdtviseisenberg0.aig,3,30,1,2628,678,80,0.117994100294985,0,3.47687292098999,136,0.200589970501475,0,2.83569312095642,Init2,false,4,0.922017,17,237,0.349557522123894
nusmvguidancep7.aig,84,86,1,1828,908,487,0.536343612334802,0,7.38736534118652,487,0.536343612334802,0,32.766608953476,Init2,false,8,7.890288,14,491,0.540748898678414
pdtvisgigamax0.aig,22,16,1,1069,884,651,0.736425339366516,0,0.218924522399902,106,0.119909502262443,0,0.2793128490448,Init4,false,0,3.648201,1,884,1
mentorbm1p04.aig,224,4377,1,31685,1000,526,0.526,0,3.17609643936157,5,0.005,0,24.3445172309875,Init2,false,4,4.83486,3,743,0.743
visprodcellp22.aig,30,78,1,2806,885,0,0,0,2.12351846694946,0,0,0,0.730678796768189,Init2,false,4,3.328259,18,0,0
pdtvisvsa16a07.aig,32,236,1,6321,1000,347,0.347,0,12.4516136646271,0,0,0,5.0927996635437,Init4,false,0,14.82898,1,1000,1
power2sum128.aig,12,29,1,211,1000,911,0.911,0,1.12143015861511,405,0.405,0,0.479698181152344,Init4,false,0,10.368082,1,1000,1
boblivea.aig,5,102,1,540,699,0,0,0,8.3900990486145,0,0,0,4.49033069610596,Init2,false,8,17.961769,15,0,0
pdtpmsarbiter.aig,3,46,1,209,48,0,0,0,0.036334037780762,0,0,0,38.3831326961517,Init2,false,2,3.229801,7,0,0
6s380b129.aig,125,5606,1,59604,821,1,0.00121802679659,0,7.48848271369934,0,0,1,1200.01410770416,Init2,false,2,38.078033,7,13,0.015834348355664
pdtvisvsar09.aig,17,130,1,2125,989,589,0.595551061678463,0,0.269024848937988,989,1,0,0.379730701446533,Init2,false,2,0.368873,4,989,1
shift1add512.aig,4,18,1,98,952,928,0.974789915966386,0,1.32172036170959,924,0.970588235294117,0,0.07895040512085,Init4,false,0,4.350561,1,952,1
bj08amba3g82.aig,9,32,1,9716,497,140,0.28169014084507,0,0.468775987625122,26,0.052313883299799,0,0.981382131576538,Init2,false,2,0.521023,1,140,0.28169014084507
pdtvisvsar05.aig,17,130,1,2118,998,533,0.534068136272545,0,1.02101945877075,31,0.031062124248497,0,0.530041933059692,Init4,false,0,1.192043,1,998,1
oski15a10b00s.aig,1515,2915,1,53040,1000,0,0,0,5.63180112838745,1,0.001,0,53.2258219718933,Init2,false,32,7.043121,2,266,0.266
pdtvisvsar26.aig,17,130,1,2101,502,502,1,0,0.168373346328735,502,1,0,0.279335498809814,Init2,false,2,0.22045,1,502,1
pdtvisheap00.aig,4,33,1,1148,237,19,0.080168776371308,0,4.38033223152161,28,0.118143459915612,0,68.9630525112152,Init2,false,4,5.685458,24,31,0.130801687763713
pdtviscoherence5.aig,8,37,1,2132,828,0,0,0,0.870912075042725,0,0,0,0.781098127365112,Init2,false,4,0.421929,8,6,0.007246376811594
texaspimainp01.aig,14,239,1,7987,774,1,0.001291989664083,0,0.669512748718262,6,0.007751937984496,0,0.629922389984131,Init2,false,2,7.435755,4,3,0.003875968992248
pdtvisminmax1.aig,12,29,1,522,490,490,1,0,0.068965673446655,490,1,0,0.129058122634888,Init2,false,2,0.070087,1,490,1
pdtpmsblackjack.aig,5,207,1,1965,1,0,0,0,1.37185621261597,0,0,0,8.60079908370972,Init2,false,4,3.480472,1,0,0
exit.5.prop1-func-interl.aig,133,246,0,1967,998,1,0.001002004008016,0,51.5119616985321,0,0,0,170.790689706802,Init2,false,8,19.925655,18,3,0.003006012024048
6s273b37.aig,983,15544,1,75718,72,0,0,0,21.7797458171844,0,0,1,1200.01419401169,Init2,false,4,24.653301,17,0,0
pdtvisgray0.aig,5,5,1,11,758,758,1,0,0.020139455795288,758,1,0,0.07800555229187,Init2,false,2,0.022385,1,758,1
texasifetch1p1.aig,28,59,1,606,508,508,1,0,0.068359136581421,508,1,0,0.128899574279785,Init2,false,2,0.121096,1,508,1
texasifetch1p2.aig,28,59,1,609,513,513,1,0,0.068405151367188,513,1,0,0.128486394882202,Init2,false,2,0.119574,1,513,1
pdtvisvsa16a09.aig,32,236,1,6312,1000,1000,1,0,1.12127447128296,1000,1,0,1.18235898017883,Init2,false,2,0.971538,2,1000,1
pdtvisvsa16a10.aig,32,236,1,6272,1000,547,0.547,0,7.13692545890808,0,0,0,8.30070304870606,Init2,false,2,1.473193,3,997,0.997
pdtvisgigamax5.aig,22,16,1,1071,884,474,0.536199095022624,0,0.118619203567505,180,0.203619909502262,0,0.17930269241333,Init4,false,0,1.041014,1,884,1
pdtvisvsar08.aig,17,130,1,2125,989,984,0.994944388270981,0,0.319202661514282,989,1,0,0.378878116607666,Init2,false,2,0.369732,4,989,1
pdtvisminmax2.aig,12,29,1,522,387,283,0.731266149870801,0,0.06803297996521,279,0.72093023255814,0,0.128354787826538,Init4,false,0,2.796091,1,387,1
pdtvistimeout1.aig,10,34,1,1077,889,889,1,0,0.168776512145996,889,1,0,0.228927135467529,Init2,false,2,0.169647,1,889,1
nusmvreactorp4.aig,74,76,1,1242,872,487,0.55848623853211,0,2.1244900226593,487,0.55848623853211,0,11.3583867549896,Init2,false,4,16.009495,24,487,0.55848623853211
pdtvisrethersqo4.aig,3,48,1,794,15,0,0,0,4.58046197891235,0,0,1,1200.01456403732,Init2,false,2,13.80595,36,0,0
pdtvisvending02.aig,2,34,1,958,583,527,0.903945111492281,0,0.119211196899414,532,0.912521440823327,0,0.178792953491211,Init4,false,0,0.940674,1,583,1
6s403rb0609.aig,270,5468,1,108595,982,0,0,0,4.12961506843567,0,0,0,72.1217939853668,Init2,false,2,11.961234,2,0,0
pdtvisns2p0.aig,16,75,1,2520,682,19,0.027859237536657,0,1.9739134311676,1,0.001466275659824,0,2.48516321182251,Init2,false,2,5.336133,9,72,0.105571847507331
pdtvisvending03.aig,2,34,1,954,950,950,1,0,0.118242502212524,950,1,0,0.179799318313599,Init2,false,2,0.170938,1,950,1
6s327rb10.aig,6285,3290,1,22645,315,1,0.003174603174603,0,2.37446880340576,0,0,0,630.95152425766,Init2,false,8,3.532939,9,2,0.006349206349206
pdtswvibs8x8p1.aig,9,98,1,3449,434,20,0.046082949308756,0,47.0451712608337,23,0.052995391705069,0,7.3992018699646,Init2,false,16,3.279181,19,293,0.675115207373272
texasPImainp01.aig,14,239,1,7987,774,1,0.001291989664083,0,0.669976949691772,6,0.007751937984496,0,0.629668951034546,Init2,false,2,7.389866,4,3,0.003875968992248
beemmsmie1f1.aig,85,88,1,1571,769,0,0,0,6.33421325683594,0,0,1,1200.01434016228,Init2,false,4,45.391961,18,0,0
pdtvissoap1.aig,21,220,1,4709,551,0,0,0,6.98660159111023,0,0,1,1200.01418471336,Init2,false,4,12.854893,17,0,0
texaspimainp15.aig,14,239,1,7994,997,37,0.037111334002006,0,0.269164800643921,456,0.457372116349047,0,0.730107069015503,Init2,false,2,0.571833,1,307,0.307923771313942
beemndhm2f2.aig,98,251,1,14602,998,0,0,0,39.4774446487427,0,0,0,76.6932907104492,Init2,false,8,22.433313,9,468,0.468937875751503
pdtvisns3p07.aig,21,117,1,3983,727,0,0,0,12.2016954421997,0,0,0,106.715975999832,Init2,false,32,7.088742,18,11,0.015130674002751
pdtvisvsa16a03.aig,32,236,1,6268,819,819,1,0,0.619884967803955,819,1,0,0.780815362930298,Init2,false,2,0.822218,1,819,1
pj2002.aig,1243,1175,1,34333,962,566,0.588357588357588,0,4.37890124320984,721,0.74948024948025,0,14.6140360832214,Init2,false,32,4.683844,2,851,0.884615384615385
6s344rb054.aig,553,10669,1,87711,1000,1000,1,0,17.3164963722229,1000,1,0,27.7070264816284,Init2,false,2,19.782234,1,1000,1
