aig_name,inputs,latches,outputs,gates,correct_cnt,ic3_ac_cnt,ic3_ac_ratio,ic3_timeout,ic3_time,fsis_ac_cnt,fsis_ac_ratio,fsis_timeout,fsis_time,init_alg,all_timeout,gen_threshold,i234_time,if_frame,i234_ac_cnt,i234_ac_ratio 
pdtswvsam6x8p2.aig,9,128,1,8257,213,115,0.539906103286385,0,0.770450353622437,42,0.197183098591549,0,5.84453797340393,Init2,false,16,2.326129,28,117,0.549295774647887
kenoopp1.aig,49,51,1,566,983,748,0.760935910478128,0,0.117859840393066,748,0.760935910478128,0,0.179113864898682,Init2,false,2,0.170344,1,748,0.760935910478128
bobtuint17neg.aig,213,212,1,2051,862,481,0.55800464037123,0,0.21892523765564,0,0,0,1.13181495666504,Init2,false,2,0.271221,2,208,0.241299303944316
mentorbm1or.aig,224,4377,1,31697,1000,1000,1,0,4.68221497535706,1000,1,0,8.45246767997742,Init2,false,2,5.790414,1,1000,1
texasparsesysp4.aig,9,312,1,11861,736,736,1,0,0.869980573654175,736,1,0,1.03078174591064,Init2,false,2,1.122515,1,736,1
6s330rb11.aig,1056,7728,1,109695,734,475,0.647138964577657,0,11.6005833148956,0,0,0,219.229164123535,Init2,false,16,16.475184,2,570,0.776566757493188
pdtvistimeout3.aig,10,34,1,1077,515,301,0.584466019417476,0,0.619515895843506,371,0.720388349514563,0,0.279397964477539,Init4,false,0,32.274968,1,515,1
kenflashp07.aig,63,65,1,1581,969,733,0.756449948400413,0,0.218818426132202,497,0.512899896800826,0,0.329132318496704,Init2,false,2,2.024434,2,832,0.858617131062951
ndista128.aig,4,13,1,80,886,796,0.898419864559819,0,0.269239187240601,796,0.898419864559819,0,0.179275512695313,Init4,false,0,1.040359,1,886,1
cmugigamax.aig,34,29,1,615,1000,927,0.927,0,0.167635917663574,450,0.45,0,0.229092359542847,Init4,false,0,12.570997,1,1000,1
6s277rb342.aig,844,3201,1,25549,29,0,0,0,6.3859543800354,0,0,0,147.77868771553,Init2,false,2,9.84757,9,0,0
rast-p04.aig,2840,2602,0,53736,740,740,1,0,7.63813519477844,740,1,0,10.6570882797241,Init2,false,2,11.820809,1,740,1
pdtswvibs16x4p1.aig,5,94,1,3208,412,19,0.046116504854369,0,37.9689259529114,27,0.065533980582524,0,8.45219397544861,Init2,false,32,10.047978,7,255,0.618932038834951
pdtvisvending07.aig,2,34,1,952,609,208,0.341543513957307,0,0.419233322143555,168,0.275862068965517,0,0.22936224937439,Init4,false,0,1.744754,1,609,1
kenflashp08.aig,63,63,1,1575,980,980,1,0,0.218742847442627,980,1,0,0.279047966003418,Init2,false,2,0.271078,1,980,1
pdtvishuffman4.aig,5,56,1,977,938,61,0.065031982942431,0,0.168838977813721,17,0.018123667377399,0,0.480050802230835,Init4,false,0,39.446834,1,938,1
beemtlphn5f1.aig,132,249,1,4961,745,0,0,0,97.6745209693909,0,0,1,1200.01578950882,Init2,false,8,29.295135,13,0,0
nusmvsyncarb5p2.aig,5,10,1,52,197,197,1,0,0.019508600234985,197,1,0,0.078296422958374,Init2,false,2,0.036971,5,197,1
pdtvisvsar13.aig,17,130,1,2106,918,918,1,0,0.268602848052979,918,1,0,0.379374980926514,Init2,false,2,0.31981,1,918,1
pdtviscoherence4.aig,8,37,1,2132,845,0,0,0,0.770203828811646,0,0,0,1.03184795379639,Init2,false,8,0.320281,7,11,0.01301775147929
rast-p21.aig,2840,2602,0,53736,747,747,1,0,8.13625121116638,747,1,0,12.161872625351,Init2,false,2,14.525312,1,747,1
bj08amba3g1.aig,9,32,1,9455,681,234,0.343612334801762,0,0.368659734725952,72,0.105726872246696,0,0.78070855140686,Init4,false,0,1.447864,1,681,1
neclabakery001.aig,32,84,1,679,950,0,0,0,5.43150854110718,1,0.001052631578947,0,5.54349255561829,Init2,false,4,13.804425,45,9,0.009473684210526
pdtvisminmaxr2.aig,12,28,1,459,1000,1000,1,0,0.069112300872803,1000,1,0,0.128309488296509,Init2,false,2,0.119721,1,1000,1
pdtswvsam6x8p1.aig,9,128,1,8257,224,107,0.477678571428571,0,0.77084493637085,76,0.339285714285714,0,11.9101214408875,Init2,false,4,3.025943,33,111,0.495535714285714
texasparsesysp2.aig,9,312,1,11862,678,648,0.955752212389381,0,0.920432090759277,648,0.955752212389381,0,0.981629371643066,Init4,false,0,3.34747,1,678,1
pdtswvroz10x6p1.aig,7,81,1,2925,344,86,0.25,0,6.68705463409424,0,0,1,1200.01404523849,Init2,false,4,14.860359,20,156,0.453488372093023
pdtvisns3p02.aig,21,117,1,3985,690,0,0,0,10.5433559417725,0,0,0,118.58825302124,Init2,false,4,36.269248,18,10,0.014492753623188
bobtuint08neg.aig,213,212,1,2051,799,92,0.11514392991239,0,0.168456315994263,0,0,1,1200.01451873779,Init2,false,4,0.220996,2,158,0.197747183979975
nusmvguidancep6.aig,84,86,1,1729,972,528,0.54320987654321,0,1.52173590660095,488,0.502057613168724,0,3.13569235801697,Init2,false,16,1.223607,13,591,0.608024691358025
pdtvisheap04.aig,4,33,1,1150,613,613,1,0,0.118136882781982,613,1,0,0.178247690200806,Init2,false,2,0.22222,1,613,1
pdtvisvsar19.aig,17,130,1,2103,534,534,1,0,0.218534469604492,534,1,0,0.328988075256348,Init2,false,2,0.220817,1,534,1
power2bit8.aig,4,11,1,70,991,697,0.703329969727548,0,0.036566972732544,730,0.736629667003027,0,0.079967260360718,Init4,false,0,0.075241,1,991,1
bobtuint12neg.aig,213,212,1,2051,879,520,0.591581342434585,0,0.219125986099243,0,0,0,0.730161190032959,Init2,false,8,0.369187,2,714,0.812286689419795
pdtvisns3p12.aig,21,117,1,3977,730,730,1,0,0.318061113357544,730,1,0,0.430075168609619,Init2,false,2,0.421333,1,730,1
pdtvisvsar24.aig,17,130,1,2101,748,748,1,0,0.219094276428223,748,1,0,0.329550981521606,Init2,false,2,0.282763,1,748,1
pdtvisrethersqo1.aig,3,48,1,822,55,55,1,0,0.068117141723633,55,1,0,0.129312992095947,Init2,false,2,0.071898,1,55,1
6s164.aig,91,198,1,1095,9,0,0,0,29.6972680091858,0,0,1,1200.01367425919,Init2,false,4,58.83685,27,0,0
6s120.aig,60,58,1,2272,2,0,0,0,1.07119345664978,0,0,0,38.779990196228,Init2,false,4,5.939312,6,0,0
bj08aut82.aig,2,3,1,380,415,144,0.346987951807229,0,0.020076036453247,283,0.681927710843373,0,0.078170537948608,Init4,false,0,0.096018,1,415,1
pdtswvroz8x8p2.aig,9,87,1,3067,297,71,0.239057239057239,0,22.9292705059051,0,0,1,1200.01421093941,Init2,false,8,29.300169,71,75,0.252525252525252
pdtvisgigamax3.aig,22,16,1,1071,884,503,0.569004524886878,0,0.11866569519043,216,0.244343891402715,0,0.179361581802368,Init4,false,0,1.096501,1,884,1
viselevatorp1.aig,28,40,1,1112,820,820,1,0,0.168860673904419,820,1,0,0.228789329528809,Init2,false,2,0.173238,1,820,1
139443p0.aig,237,311,1,5423,1000,514,0.514,0,0.720010042190552,514,0.514,0,1.58334374427795,Init2,false,32,3.331505,1,474,0.474
pdtpmsgigamax.aig,22,123,1,909,874,0,0,0,0.669955968856812,0,0,0,85.0028231143951,Init2,false,2,2.027368,3,0,0
beemcoll1b1.aig,161,132,1,16509,1000,850,0.85,0,324.535319328308,0,0,1,1200.01390528679,Init2,false,16,25.69323,13,1000,1
bjrb07amba5andenv.aig,13,41,1,22054,292,16,0.054794520547945,0,8.59233808517456,0,0,0,54.6653192043304,Init2,false,4,8.445323,4,70,0.23972602739726
pdtvisbakery1.aig,4,48,1,7432,909,17,0.018701870187019,0,22.5304038524628,0,0,0,11.4094326496124,Init2,false,4,6.892019,25,121,0.133113311331133
pdtpmsns2.aig,16,334,1,1871,2,0,0,0,19.921915769577,0,0,0,232.190631628036,Init2,false,4,41.432812,19,0,0
bobuns2p10d100l.aig,100,100,1,20783,1000,1000,1,0,6.18451070785522,1000,1,0,15.9718215465546,Init2,false,2,8.245289,1,1000,1
pdtvsar8multip13.aig,23,195,1,6956,903,903,1,0,0.720355033874512,903,1,0,0.629574298858643,Init2,false,2,0.775115,1,903,1
